frame,team,action,argCount,stopOrUndo,waypoint,attackMode,hasStepRate
62,255,-1,0,False,,-1,True
72,9,-1,1,False,True,-1,
72,5,-1,1,False,,-1,
82,6,-1,1,False,True,-1,
82,5,-1,1,False,,-1,
82,2,-1,1,False,True,-1,
92,5,-1,1,False,,-1,
92,2,-1,1,False,True,-1,
102,3,-1,1,False,True,-1,
102,9,-1,1,False,True,-1,
102,8,-1,1,False,True,-1,
102,6,-1,1,False,,-1,
102,0,-1,1,False,True,-1,
112,9,-1,1,False,True,-1,
112,4,-1,1,False,,-1,
122,3,-1,1,False,True,-1,
122,0,-1,1,False,,-1,
132,5,-1,1,False,,-1,
132,1,-1,1,False,True,-1,
132,6,-1,1,False,,-1,
132,0,-1,1,False,,-1,
142,8,-1,1,False,True,-1,
142,4,-1,1,False,,-1,
152,6,-1,1,False,,-1,
162,9,-1,1,False,,-1,
172,8,-1,1,False,,-1,
172,8,-1,1,False,,-1,
182,8,-1,1,False,,-1,
182,8,-1,1,False,,-1,
192,9,-1,1,False,,-1,
192,6,-1,1,False,,-1,
192,9,-1,1,False,,-1,
202,1,-1,1,False,,-1,
202,2,-1,1,False,,-1,
202,2,-1,1,False,,-1,
212,0,-1,1,False,,-1,
212,2,-1,1,False,,-1,
212,0,-1,1,False,,-1,
212,2,-1,1,False,,-1,
212,5,-1,1,False,,-1,
222,2,-1,1,False,,-1,
222,5,-1,1,False,,-1,
222,6,-1,1,False,,-1,
222,9,-1,1,False,True,-1,
222,2,-1,1,False,,-1,
222,5,-1,1,False,,-1,
232,2,-1,1,False,,-1,
232,5,-1,1,False,,-1,
232,2,-1,1,False,,-1,
232,5,-1,1,False,,-1,
242,2,-1,1,False,,-1,
242,2,-1,1,False,,-1,
252,4,-1,1,False,,-1,
252,2,-1,1,False,,-1,
252,2,-1,1,False,,-1,
262,2,-1,1,False,,-1,
262,2,-1,1,False,,-1,
272,2,-1,1,False,,-1,
272,1,-1,1,False,,-1,
272,2,-1,1,False,,-1,
282,6,-1,1,False,True,-1,
282,2,-1,1,False,,-1,
282,2,-1,1,False,,-1,
292,2,-1,1,False,,-1,
292,2,-1,1,False,,-1,
302,2,-1,1,False,True,-1,
302,7,-1,1,False,True,-1,
302,9,-1,1,False,True,-1,
302,2,-1,1,False,True,-1,
302,5,-1,1,False,True,-1,
312,4,-1,1,False,True,-1,
312,1,-1,1,False,,-1,
312,3,-1,1,False,True,-1,
312,8,-1,2,False,True,-1,
322,0,-1,1,False,True,-1,
322,9,-1,1,False,True,-1,
322,2,-1,2,False,True,-1,
322,0,-1,1,False,True,-1,
322,4,-1,1,False,,-1,
332,7,-1,1,False,True,-1,
332,4,-1,1,False,,-1,
332,1,-1,1,False,True,-1,
342,8,-1,1,False,,-1,
342,5,-1,2,False,True,-1,
342,9,-1,1,False,True,-1,
352,0,-1,2,False,True,-1,
352,8,-1,1,False,,-1,
352,6,-1,1,False,,-1,
352,9,-1,1,False,True,-1,
352,8,-1,1,False,,-1,
362,9,-1,1,False,True,-1,
362,2,-1,2,False,True,-1,
362,6,-1,1,False,,-1,
362,6,-1,1,False,,-1,
372,6,-1,1,False,,-1,
372,4,-1,2,False,True,-1,
372,0,-1,1,False,,-1,
372,1,-1,1,False,True,-1,
372,6,-1,1,False,,-1,
382,5,-1,1,False,,-1,
382,6,-1,1,False,,-1,
382,9,-1,1,False,True,-1,
382,6,-1,1,False,,-1,
392,7,-1,1,False,,-1,
392,6,-1,1,False,,-1,
392,6,-1,1,False,,-1,
402,4,-1,2,False,True,-1,
402,4,-1,2,False,True,-1,
402,4,-1,2,False,True,-1,
402,0,-1,1,False,,-1,
402,6,-1,1,False,True,-1,
402,2,-1,1,False,,-1,
412,9,-1,1,False,True,-1,
412,6,-1,1,False,True,-1,
422,2,-1,1,False,,-1,
422,6,-1,1,False,True,-1,
422,7,-1,1,False,,-1,
422,2,-1,1,False,,-1,
432,2,-1,1,False,,-1,
432,7,-1,1,False,,-1,
432,2,-1,1,False,,-1,
442,2,-1,1,False,,-1,
442,5,-1,2,False,True,-1,
452,2,-1,1,False,,-1,
452,0,-1,2,False,True,-1,
452,2,-1,1,False,,-1,
452,8,-1,1,False,,-1,
452,1,-1,2,False,True,-1,
462,2,-1,1,False,,-1,
462,2,-1,1,False,,-1,
462,9,-1,1,False,True,-1,
472,2,-1,1,False,,-1,
472,2,-1,1,False,,-1,
482,2,-1,1,False,,-1,
482,9,-1,1,False,True,-1,
482,2,-1,1,False,,-1,
482,0,-1,1,False,,-1,
492,2,-1,1,False,,-1,
492,0,-1,1,False,,-1,
492,2,-1,1,False,,-1,
502,3,-1,1,False,True,-1,
502,2,-1,1,False,,-1,
502,2,-1,1,False,,-1,
512,2,-1,1,False,,-1,
512,6,-1,1,False,True,-1,
512,2,-1,1,False,,-1,
522,2,-1,1,False,,-1,
522,2,-1,1,False,,-1,
532,2,-1,1,False,,-1,
532,2,-1,1,False,,-1,
532,3,-1,1,False,,-1,
542,2,-1,1,False,,-1,
542,2,-1,1,False,,-1,
542,2,-1,1,False,,-1,
552,9,-1,1,False,True,-1,
552,2,-1,1,False,True,-1,
552,1,-1,2,False,True,-1,
552,2,-1,1,False,True,-1,
552,9,-1,1,False,True,-1,
552,3,-1,1,False,True,-1,
562,2,-1,1,False,True,-1,
562,7,-1,1,False,True,-1,
562,0,-1,1,False,True,-1,
592,4,-1,1,False,True,-1,
592,5,-1,1,False,True,-1,
602,8,-1,1,False,True,-1,
602,9,-1,1,False,True,-1,
602,7,-1,2,False,True,-1,
612,0,-1,3,False,True,-1,
612,2,-1,3,False,True,-1,
612,3,-1,2,False,True,-1,
622,0,-1,3,False,True,-1,
632,5,-1,1,False,True,-1,
632,8,-1,1,False,,-1,
642,9,-1,2,False,True,-1,
642,6,-1,1,False,,-1,
642,6,-1,1,False,,-1,
652,1,-1,1,False,True,-1,
652,6,-1,1,False,True,-1,
662,4,-1,1,False,True,-1,
672,6,-1,1,False,True,-1,
672,7,-1,1,False,True,-1,
672,8,-1,1,False,,-1,
712,2,-1,1,False,,-1,
712,1,-1,1,False,,-1,
712,0,-1,3,False,True,-1,
712,5,-1,3,False,True,-1,
722,5,-1,3,False,True,-1,
722,7,-1,1,False,,-1,
742,9,-1,1,False,True,-1,
772,5,-1,3,False,True,-1,
772,0,-1,1,False,,-1,
772,0,-1,1,False,,-1,
782,7,-1,1,False,,-1,
782,1,-1,2,False,True,-1,
782,9,-1,1,False,,-1,
792,5,-1,3,False,True,-1,
812,7,-1,1,False,True,-1,
812,0,-1,4,False,True,-1,
822,0,-1,4,False,True,-1,
832,0,-1,4,False,True,-1,
832,8,-1,2,False,True,-1,
832,7,-1,1,False,True,-1,
842,3,-1,1,False,,-1,
862,1,-1,2,False,,-1,
862,0,-1,4,False,True,-1,
872,1,-1,2,False,,-1,
882,0,-1,1,False,,-1,
892,8,-1,2,False,True,-1,
922,7,-1,2,False,True,-1,
932,9,-1,2,False,True,-1,
942,3,-1,1,False,True,-1,
942,1,-1,2,False,,-1,
952,9,-1,2,False,True,-1,
962,8,-1,2,False,True,-1,
962,3,-1,1,False,True,-1,
972,4,-1,2,False,True,-1,
982,1,-1,2,False,,-1,
1002,7,-1,1,False,,-1,
1022,1,-1,2,False,True,-1,
1022,0,-1,4,False,True,-1,
1052,4,-1,2,False,True,-1,
1052,4,-1,2,False,True,-1,
1052,4,-1,2,False,True,-1,
1062,7,-1,1,False,True,-1,
1072,7,-1,1,False,True,-1,
1072,0,-1,4,False,True,-1,
1082,0,-1,4,False,True,-1,
1082,1,-1,2,False,,-1,
1082,0,-1,4,False,True,-1,
1082,4,-1,1,False,True,-1,
1092,9,-1,2,False,True,-1,
1092,4,-1,1,False,,-1,
1102,0,-1,4,False,True,-1,
1102,0,-1,4,False,True,-1,
1112,0,-1,4,False,True,-1,
1112,0,-1,4,False,True,-1,
1122,0,-1,4,False,True,-1,
1132,0,-1,4,False,True,-1,
1132,0,-1,4,False,True,-1,
1132,1,-1,3,False,True,-1,
1142,0,-1,4,False,True,-1,
1142,8,-1,2,False,True,-1,
1142,0,-1,4,False,True,-1,
1152,0,-1,4,False,True,-1,
1152,5,-1,1,False,,-1,
1152,0,-1,4,False,True,-1,
1162,1,-1,3,False,True,-1,
1162,0,-1,4,False,True,-1,
1162,0,-1,4,False,True,-1,
1162,9,-1,2,False,True,-1,
1162,6,-1,3,False,,-1,
1172,0,-1,4,False,True,-1,
1172,0,-1,4,False,True,-1,
1182,0,-1,4,False,True,-1,
1182,4,-1,0,False,,-1,
1182,0,-1,4,False,True,-1,
1192,7,-1,1,False,True,-1,
1192,0,-1,4,False,True,-1,
1192,0,-1,4,False,True,-1,
1192,8,-1,2,False,True,-1,
1202,1,-1,2,False,,-1,
1212,8,-1,2,False,True,-1,
1212,6,-1,1,False,True,-1,
1232,0,-1,4,False,True,-1,
1242,8,-1,1,False,,-1,
1242,8,-1,1,False,,-1,
1262,7,-1,1,False,True,-1,
1262,9,-1,1,False,True,-1,
1262,8,-1,1,False,,-1,
1272,4,-1,1,False,True,-1,
1272,2,-1,1,False,,-1,
1272,4,-1,1,False,True,-1,
1282,9,-1,1,False,True,-1,
1302,4,-1,1,False,,-1,
1302,1,-1,2,False,,-1,
1322,8,-1,1,False,,-1,
1322,6,-1,1,False,True,-1,
1322,9,-1,1,False,,-1,
1322,4,-1,1,False,True,-1,
1332,3,-1,1,False,,-1,
1342,4,-1,1,False,,-1,
1342,4,-1,1,False,,-1,
1352,7,-1,1,False,,-1,
1382,9,-1,1,False,,-1,
1382,3,-1,3,False,True,-1,
1392,4,-1,1,False,,-1,
1412,9,-1,1,False,True,-1,
1432,0,-1,4,False,True,-1,
1442,4,-1,1,False,True,-1,
1442,2,-1,3,False,True,-1,
1452,0,-1,4,False,True,-1,
1452,3,-1,1,False,True,-1,
1462,2,-1,3,False,True,-1,
1472,0,-1,1,False,,-1,
1472,4,-1,1,False,,-1,
1482,9,-1,1,False,,-1,
1492,9,-1,1,False,,-1,
1502,5,-1,1,False,,-1,
1502,9,-1,1,False,,-1,
1512,8,-1,2,False,,-1,
1512,5,-1,1,False,,-1,
1522,8,-1,2,False,,-1,
1522,9,-1,1,False,,-1,
1522,5,-1,1,False,,-1,
1522,5,-1,1,False,,-1,
1522,9,-1,1,False,,-1,
1532,9,-1,1,False,,-1,
1532,5,-1,1,False,,-1,
1532,5,-1,1,False,,-1,
1542,5,-1,1,False,,-1,
1542,9,-1,1,False,,-1,
1552,3,-1,3,False,True,-1,
1552,8,-1,2,False,True,-1,
1562,0,-1,4,False,True,-1,
1562,1,-1,2,False,,-1,
1562,4,-1,3,False,True,-1,
1592,3,-1,3,False,True,-1,
1602,9,-1,1,False,True,-1,
1612,4,-1,1,False,True,-1,
1612,5,-1,1,False,,-1,
1612,6,-1,3,False,True,-1,
1622,5,-1,1,False,,-1,
1632,5,-1,1,False,,-1,
1642,4,-1,2,False,,-1,
1642,3,-1,1,False,True,-1,
1652,8,-1,2,False,True,-1,
1662,4,-1,2,False,,-1,
1672,2,-1,1,False,,-1,
1672,5,-1,1,False,,-1,
1672,2,-1,1,False,,-1,
1682,5,-1,1,False,,-1,
1682,5,-1,1,False,,-1,
1692,6,-1,3,False,True,-1,
1692,2,-1,1,False,,-1,
1692,9,-1,1,False,True,-1,
1692,5,-1,1,False,,-1,
1692,0,-1,1,False,,-1,
1692,5,-1,1,False,,-1,
1702,2,-1,1,False,,-1,
1702,2,-1,1,False,,-1,
1702,0,-1,1,False,,-1,
1702,0,-1,1,False,,-1,
1722,2,-1,1,False,,-1,
1732,2,-1,1,False,,-1,
1732,1,-1,2,False,,-1,
1732,2,-1,1,False,,-1,
1742,2,-1,1,False,,-1,
1752,6,-1,1,False,,-1,
1762,3,-1,1,False,True,-1,
1762,7,-1,5,False,,-1,
1772,8,-1,1,False,,-1,
1772,5,-1,1,False,,-1,
1772,9,-1,2,False,True,-1,
1782,4,-1,3,False,True,-1,
1782,4,-1,3,False,True,-1,
1782,5,-1,1,False,,-1,
1792,0,-1,1,False,,-1,
1802,1,-1,2,False,True,-1,
1812,5,-1,1,False,,-1,
1812,9,-1,2,False,,-1,
1812,4,-1,3,False,,-1,
1822,2,-1,1,True,,-1,
1822,4,-1,3,False,,-1,
1822,2,-1,1,False,,-1,
1832,0,-1,1,True,,-1,
1832,9,-1,1,False,True,-1,
1842,0,-1,1,False,,-1,
1842,5,-1,1,False,True,-1,
1842,4,-1,3,False,True,-1,
1852,6,-1,1,False,True,-1,
1852,8,-1,2,False,True,-1,
1852,2,-1,1,False,,-1,
1862,8,-1,2,False,True,-1,
1862,2,-1,1,False,,-1,
1872,5,-1,3,False,True,-1,
1872,3,-1,1,False,True,-1,
1882,5,-1,1,False,True,-1,
1892,9,-1,1,False,True,-1,
1892,2,-1,2,False,,-1,
1892,5,-1,1,False,True,-1,
1892,2,-1,2,False,,-1,
1902,4,-1,3,False,True,-1,
1902,9,-1,1,False,True,-1,
1912,8,-1,2,False,True,-1,
1912,9,-1,1,False,True,-1,
1912,9,-1,1,False,True,-1,
1922,9,-1,1,False,True,-1,
1922,6,-1,1,False,True,-1,
1932,4,-1,3,False,,-1,
1942,0,-1,2,False,,-1,
1942,4,-1,1,False,True,-1,
1942,0,-1,2,False,,-1,
1952,4,-1,1,False,True,-1,
1952,4,-1,3,False,,-1,
1952,6,-1,1,False,,-1,
1952,4,-1,3,False,,-1,
1962,8,-1,2,False,True,-1,
1972,8,-1,2,False,True,-1,
1972,5,-1,1,False,,-1,
1972,8,-1,2,False,,-1,
1972,7,-1,5,False,,-1,
1982,6,-1,1,False,True,-1,
2012,2,-1,1,False,,-1,
2012,5,-1,1,False,True,-1,
2012,9,-1,2,False,True,-1,
2012,8,-1,2,False,True,-1,
2022,3,-1,1,False,True,-1,
2032,8,-1,1,False,True,-1,
2032,5,-1,1,False,True,-1,
2032,9,-1,2,False,True,-1,
2042,5,-1,1,False,True,-1,
2042,0,-1,1,False,True,-1,
2052,2,-1,1,False,True,-1,
2052,9,-1,1,False,True,-1,
2062,5,-1,1,False,True,-1,
2062,0,-1,4,False,True,-1,
2062,3,-1,1,False,,-1,
2062,1,-1,1,False,True,-1,
2062,3,-1,1,False,,-1,
2072,2,-1,1,False,True,-1,
2072,6,-1,2,False,True,-1,
2072,0,-1,1,False,True,-1,
2082,9,-1,1,False,True,-1,
2082,0,-1,1,False,True,-1,
2082,0,-1,1,False,True,-1,
2092,2,-1,3,False,True,-1,
2092,5,-1,1,False,True,-1,
2092,5,-1,1,False,True,-1,
2102,3,-1,1,False,,-1,
2102,9,-1,1,False,True,-1,
2102,1,-1,2,False,True,-1,
2102,4,-1,3,False,,-1,
2122,9,-1,1,False,True,-1,
2122,8,-1,1,False,True,-1,
2132,5,-1,2,False,,-1,
2132,9,-1,1,False,True,-1,
2132,0,-1,2,False,,-1,
2142,3,-1,1,False,True,-1,
2142,8,-1,2,False,True,-1,
2142,1,-1,2,False,True,-1,
2142,8,-1,2,False,True,-1,
2152,4,-1,3,False,True,-1,
2152,0,-1,1,False,True,-1,
2152,9,-1,1,False,True,-1,
2162,4,-1,3,False,True,-1,
2162,7,-1,5,False,,-1,
2172,8,-1,1,False,True,-1,
2172,9,-1,1,False,True,-1,
2172,2,-1,1,False,,-1,
2172,0,-1,1,False,True,-1,
2182,8,-1,2,False,,-1,
2182,9,-1,1,False,True,-1,
2182,1,-1,2,False,True,-1,
2192,2,-1,2,False,,-1,
2192,2,-1,2,False,,-1,
2202,6,-1,2,False,True,-1,
2202,8,-1,2,False,True,-1,
2202,3,-1,1,False,True,-1,
2202,9,-1,1,False,True,-1,
2202,8,-1,2,False,True,-1,
2202,2,-1,1,False,True,-1,
2212,8,-1,2,False,True,-1,
2212,0,-1,1,False,True,-1,
2212,2,-1,1,False,True,-1,
2212,2,-1,1,False,,-1,
2212,2,-1,1,False,True,-1,
2222,9,-1,1,False,True,-1,
2222,2,-1,2,False,,-1,
2222,2,-1,2,False,,-1,
2222,6,-1,2,False,True,-1,
2232,2,-1,2,False,,-1,
2232,0,-1,1,False,,-1,
2232,2,-1,2,False,,-1,
2232,8,-1,1,False,True,-1,
2232,4,-1,3,False,True,-1,
2242,8,-1,1,False,True,-1,
2242,8,-1,1,False,True,-1,
2242,9,-1,1,False,True,-1,
2252,8,-1,2,False,,-1,
2252,6,-1,1,False,,-1,
2252,0,-1,1,False,True,-1,
2262,6,-1,1,False,,-1,
2262,5,-1,1,False,True,-1,
2262,8,-1,1,False,True,-1,
2272,5,-1,1,False,True,-1,
2272,6,-1,1,False,True,-1,
2282,5,-1,1,False,True,-1,
2282,6,-1,1,False,True,-1,
2282,9,-1,1,False,True,-1,
2282,0,-1,1,False,True,-1,
2282,8,-1,1,False,True,-1,
2282,5,-1,1,False,True,-1,
2282,6,-1,1,False,True,-1,
2282,9,-1,1,False,True,-1,
2292,0,-1,1,False,True,-1,
2292,2,-1,1,False,True,-1,
2292,8,-1,1,False,True,-1,
2292,0,-1,1,False,True,-1,
2292,2,-1,1,False,True,-1,
2302,8,-1,1,False,True,-1,
2302,0,-1,1,False,True,-1,
2302,1,-1,2,False,True,-1,
2302,4,-1,4,False,,-1,
2302,2,-1,2,False,,-1,
2302,0,-1,1,False,True,-1,
2312,9,-1,1,False,True,-1,
2312,3,-1,1,False,True,-1,
2312,5,-1,1,False,,-1,
2312,6,-1,1,False,,-1,
2312,7,-1,4,False,,-1,
2322,2,-1,2,False,,-1,
2322,8,-1,1,False,True,-1,
2332,9,-1,1,False,True,-1,
2332,2,-1,2,False,,-1,
2342,9,-1,1,False,True,-1,
2342,8,-1,1,False,True,-1,
2342,8,-1,1,False,True,-1,
2342,3,-1,3,False,True,-1,
2352,2,-1,2,False,,-1,
2362,9,-1,1,False,True,-1,
2362,4,-1,4,False,,-1,
2362,7,-1,5,False,True,-1,
2362,2,-1,2,False,,-1,
2372,8,-1,1,False,True,-1,
2372,2,-1,2,False,,-1,
2372,9,-1,1,False,True,-1,
2382,2,-1,2,False,,-1,
2382,3,-1,1,False,True,-1,
2382,4,-1,4,False,,-1,
2382,3,-1,1,False,True,-1,
2382,9,-1,1,False,True,-1,
2382,2,-1,2,False,,-1,
2392,3,-1,1,False,True,-1,
2392,1,-1,2,False,True,-1,
2392,2,-1,2,False,,-1,
2392,3,-1,1,False,True,-1,
2392,8,-1,1,False,True,-1,
2402,2,-1,2,False,,-1,
2402,4,-1,4,False,,-1,
2402,7,-1,5,False,True,-1,
2412,2,-1,2,False,,-1,
2412,3,-1,2,False,,-1,
2412,0,-1,1,False,True,-1,
2412,9,-1,1,False,True,-1,
2412,2,-1,2,False,,-1,
2422,0,-1,1,False,True,-1,
2422,2,-1,2,False,,-1,
2422,0,-1,1,False,,-1,
2422,3,-1,2,False,,-1,
2422,2,-1,2,False,,-1,
2432,8,-1,2,False,True,-1,
2432,1,-1,2,False,True,-1,
2432,2,-1,2,False,,-1,
2432,5,-1,3,False,True,-1,
2432,2,-1,2,False,,-1,
2432,9,-1,2,False,,-1,
2442,8,-1,2,False,True,-1,
2442,5,-1,3,False,True,-1,
2442,0,-1,2,False,,-1,
2442,4,-1,3,False,True,-1,
2452,8,-1,1,False,True,-1,
2452,8,-1,1,False,True,-1,
2452,9,-1,1,False,True,-1,
2462,8,-1,1,False,True,-1,
2462,2,-1,2,False,,-1,
2462,1,-1,2,False,True,-1,
2462,2,-1,2,False,,-1,
2472,2,-1,2,False,,-1,
2472,0,-1,1,False,True,-1,
2472,2,-1,2,False,,-1,
2472,3,-1,1,False,True,-1,
2482,3,-1,1,False,True,-1,
2482,4,-1,3,False,True,-1,
2482,1,-1,2,False,True,-1,
2482,6,-1,3,False,,-1,
2482,8,-1,1,False,,-1,
2482,9,-1,1,False,True,-1,
2482,0,-1,1,False,True,-1,
2482,3,-1,1,False,True,-1,
2492,6,-1,3,False,,-1,
2492,0,-1,1,False,True,-1,
2492,1,-1,2,False,True,-1,
2492,5,-1,2,False,True,-1,
2502,8,-1,3,False,True,-1,
2502,1,-1,2,False,True,-1,
2502,4,-1,3,False,True,-1,
2502,8,-1,3,False,True,-1,
2512,5,-1,2,False,True,-1,
2512,8,-1,3,False,True,-1,
2512,8,-1,3,False,True,-1,
2522,8,-1,3,False,True,-1,
2522,1,-1,2,False,True,-1,
2522,8,-1,3,False,True,-1,
2532,4,-1,5,False,,-1,
2532,8,-1,3,False,True,-1,
2532,1,-1,2,False,True,-1,
2532,8,-1,3,False,True,-1,
2542,3,-1,1,False,True,-1,
2542,8,-1,3,False,True,-1,
2542,3,-1,1,False,True,-1,
2542,8,-1,3,False,True,-1,
2552,8,-1,1,False,True,-1,
2552,9,-1,1,False,True,-1,
2552,8,-1,1,False,True,-1,
2552,2,-1,2,False,,-1,
2562,0,-1,1,False,True,-1,
2562,2,-1,2,False,,-1,
2562,3,-1,1,False,True,-1,
2562,2,-1,2,False,,-1,
2562,9,-1,1,False,True,-1,
2572,0,-1,1,False,True,-1,
2572,0,-1,1,False,True,-1,
2592,6,-1,3,False,True,-1,
2592,8,-1,3,False,True,-1,
2592,3,-1,2,False,True,-1,
2592,3,-1,2,False,True,-1,
2602,4,-1,5,False,,-1,
2602,9,-1,1,False,True,-1,
2602,3,-1,2,False,True,-1,
2602,0,-1,1,False,True,-1,
2602,3,-1,2,False,True,-1,
2602,0,-1,1,False,True,-1,
2612,1,-1,2,False,,-1,
2622,1,-1,2,False,,-1,
2622,6,-1,1,False,,-1,
2622,3,-1,1,False,True,-1,
2632,4,-1,5,False,,-1,
2642,2,-1,2,False,,-1,
2652,9,-1,1,False,True,-1,
2652,8,-1,3,False,True,-1,
2662,4,-1,5,False,,-1,
2672,8,-1,1,False,True,-1,
2672,0,-1,1,False,True,-1,
2672,3,-1,0,False,,-1,
2682,0,-1,1,False,True,-1,
2682,1,-1,2,False,True,-1,
2682,0,-1,1,False,True,-1,
2692,2,-1,1,False,True,-1,
2692,5,-1,2,False,True,-1,
2692,0,-1,1,False,True,-1,
2692,2,-1,1,False,True,-1,
2692,6,-1,2,False,True,-1,
2692,0,-1,1,False,True,-1,
2702,5,-1,2,False,True,-1,
2702,6,-1,2,False,True,-1,
2702,7,-1,1,False,,-1,
2702,0,-1,1,False,True,-1,
2702,5,-1,2,False,True,-1,
2702,6,-1,2,False,True,-1,
2702,0,-1,1,False,True,-1,
2702,2,-1,2,False,True,-1,
2712,6,-1,2,False,True,-1,
2712,0,-1,1,False,True,-1,
2712,8,-1,1,False,,-1,
2712,9,-1,1,False,True,-1,
2712,0,-1,1,False,True,-1,
2722,0,-1,1,False,,-1,
2722,3,-1,1,False,True,-1,
2732,3,-1,1,False,True,-1,
2732,5,-1,2,False,,-1,
2732,3,-1,1,False,True,-1,
2732,2,-1,1,False,True,-1,
2742,2,-1,1,False,True,-1,
2742,5,-1,2,False,,-1,
2752,6,-1,4,False,,-1,
2752,8,-1,1,False,True,-1,
2762,7,-1,5,False,True,-1,
2762,3,-1,1,False,True,-1,
2762,2,-1,3,False,True,-1,
2772,2,-1,3,False,True,-1,
2772,8,-1,3,False,True,-1,
2782,5,-1,1,False,True,-1,
2792,8,-1,2,False,,-1,
2802,8,-1,2,False,,-1,
2802,0,-1,1,False,,-1,
2802,3,-1,2,False,,-1,
2802,9,-1,1,False,,-1,
2802,6,-1,3,False,True,-1,
2822,8,-1,1,False,True,-1,
2822,0,-1,4,False,True,-1,
2822,4,-1,5,False,,-1,
2822,3,-1,1,False,True,-1,
2832,7,-1,2,False,,-1,
2832,9,-1,1,False,True,-1,
2832,2,-1,3,False,True,-1,
2832,8,-1,3,False,True,-1,
2842,8,-1,2,False,,-1,
2842,5,-1,2,False,True,-1,
2842,6,-1,3,False,True,-1,
2852,8,-1,2,False,,-1,
2852,2,-1,1,False,True,-1,
2852,7,-1,2,False,,-1,
2852,8,-1,2,False,,-1,
2852,9,-1,2,False,True,-1,
2862,0,-1,4,False,True,-1,
2862,5,-1,2,False,True,-1,
2862,2,-1,2,False,,-1,
2862,5,-1,2,False,True,-1,
2872,8,-1,1,False,True,-1,
2872,5,-1,2,False,True,-1,
2872,0,-1,2,False,True,-1,
