type,obfuscated_package,obfuscated_class,obfuscated_member,meaningful_name,notes,verified
field,com.corrodinggames.rts.gameFramework,SettingsEngine,enableMouseCapture,enableMouseCapture,Phase3: name verified from 02-decompiled SettingsEngine.java (obfuscated 2-char name unrecoverable - jar rebuilt; field name doubles as prefs key and was never obfuscated),verified-exists
field,com.corrodinggames.rts.gameFramework,SettingsEngine,enableSounds,enableSounds,Phase3: name verified from 02-decompiled SettingsEngine.java (obfuscated 2-char name unrecoverable - jar rebuilt; field name doubles as prefs key and was never obfuscated),verified-exists
field,com.corrodinggames.rts.gameFramework,SettingsEngine,externalSAFLink,externalSAFLink,Phase3: name verified from 02-decompiled SettingsEngine.java (obfuscated 2-char name unrecoverable - jar rebuilt; field name doubles as prefs key and was never obfuscated),verified-exists
field,com.corrodinggames.rts.gameFramework,SettingsEngine,externalSAFPathExtra,externalSAFPathExtra,Phase3: name verified from 02-decompiled SettingsEngine.java (obfuscated 2-char name unrecoverable - jar rebuilt; field name doubles as prefs key and was never obfuscated),verified-exists
field,com.corrodinggames.rts.gameFramework,SettingsEngine,externalSAFPathShown,externalSAFPathShown,Phase3: name verified from 02-decompiled SettingsEngine.java (obfuscated 2-char name unrecoverable - jar rebuilt; field name doubles as prefs key and was never obfuscated),verified-exists
field,com.corrodinggames.rts.gameFramework,SettingsEngine,externalSAFWorking,externalSAFWorking,Phase3: name verified from 02-decompiled SettingsEngine.java (obfuscated 2-char name unrecoverable - jar rebuilt; field name doubles as prefs key and was never obfuscated),verified-exists
field,com.corrodinggames.rts.gameFramework,SettingsEngine,forceEnglish,forceEnglish,Phase3: name verified from 02-decompiled SettingsEngine.java (obfuscated 2-char name unrecoverable - jar rebuilt; field name doubles as prefs key and was never obfuscated),verified-exists
field,com.corrodinggames.rts.gameFramework,SettingsEngine,gameVolume,gameVolume,Phase3: name verified from 02-decompiled SettingsEngine.java (obfuscated 2-char name unrecoverable - jar rebuilt; field name doubles as prefs key and was never obfuscated),verified-exists
field,com.corrodinggames.rts.gameFramework,SettingsEngine,gestureZoom,gestureZoom,Phase3: name verified from 02-decompiled SettingsEngine.java (obfuscated 2-char name unrecoverable - jar rebuilt; field name doubles as prefs key and was never obfuscated),verified-exists
method,com.corrodinggames.rts.gameFramework,SettingsEngine,getBooleanPref,getBooleanPref,Phase3: name verified from 02-decompiled SettingsEngine.java (obfuscated 2-char name unrecoverable - jar rebuilt),verified-exists
method,com.corrodinggames.rts.gameFramework,SettingsEngine,getFloatPref,getFloatPref,Phase3: name verified from 02-decompiled SettingsEngine.java (obfuscated 2-char name unrecoverable - jar rebuilt),verified-exists
method,com.corrodinggames.rts.gameFramework,SettingsEngine,getInstance,getInstance,Phase3: name verified from 02-decompiled SettingsEngine.java (obfuscated 2-char name unrecoverable - jar rebuilt),verified-exists
method,com.corrodinggames.rts.gameFramework,SettingsEngine,getIntPref,getIntPref,Phase3: name verified from 02-decompiled SettingsEngine.java (obfuscated 2-char name unrecoverable - jar rebuilt),verified-exists
method,com.corrodinggames.rts.gameFramework,SettingsEngine,getPreferencesPath,getPreferencesPath,Phase3: name verified from 02-decompiled SettingsEngine.java (obfuscated 2-char name unrecoverable - jar rebuilt),verified-exists
method,com.corrodinggames.rts.gameFramework,SettingsEngine,getStringPref,getStringPref,Phase3: name verified from 02-decompiled SettingsEngine.java (obfuscated 2-char name unrecoverable - jar rebuilt),verified-exists
method,com.corrodinggames.rts.gameFramework,SettingsEngine,getValueDynamic,getValueDynamic,Phase3: name verified from 02-decompiled SettingsEngine.java (obfuscated 2-char name unrecoverable - jar rebuilt),verified-exists
field,com.corrodinggames.rts.gameFramework,SettingsEngine,hadStoragePermissionInPast,hadStoragePermissionInPast,Phase3: name verified from 02-decompiled SettingsEngine.java (obfuscated 2-char name unrecoverable - jar rebuilt; field name doubles as prefs key and was never obfuscated),verified-exists
field,com.corrodinggames.rts.gameFramework,SettingsEngine,hasPlayedGameOrSeenHelp,hasPlayedGameOrSeenHelp,Phase3: name verified from 02-decompiled SettingsEngine.java (obfuscated 2-char name unrecoverable - jar rebuilt; field name doubles as prefs key and was never obfuscated),verified-exists
field,com.corrodinggames.rts.gameFramework,SettingsEngine,hasSelectedAStorageType,hasSelectedAStorageType,Phase3: name verified from 02-decompiled SettingsEngine.java (obfuscated 2-char name unrecoverable - jar rebuilt; field name doubles as prefs key and was never obfuscated),verified-exists
field,com.corrodinggames.rts.gameFramework,SettingsEngine,highGraphics,highGraphics,Phase3: name verified from 02-decompiled SettingsEngine.java (obfuscated 2-char name unrecoverable - jar rebuilt; field name doubles as prefs key and was never obfuscated),verified-exists
field,com.corrodinggames.rts.gameFramework,SettingsEngine,highRefreshRate,highRefreshRate,Phase3: name verified from 02-decompiled SettingsEngine.java (obfuscated 2-char name unrecoverable - jar rebuilt; field name doubles as prefs key and was never obfuscated),verified-exists
field,com.corrodinggames.rts.gameFramework,SettingsEngine,immersiveFullScreen,immersiveFullScreen,Phase3: name verified from 02-decompiled SettingsEngine.java (obfuscated 2-char name unrecoverable - jar rebuilt; field name doubles as prefs key and was never obfuscated),verified-exists
field,com.corrodinggames.rts.gameFramework,SettingsEngine,interfaceVolume,interfaceVolume,Phase3: name verified from 02-decompiled SettingsEngine.java (obfuscated 2-char name unrecoverable - jar rebuilt; field name doubles as prefs key and was never obfuscated),verified-exists
field,com.corrodinggames.rts.gameFramework,SettingsEngine,keyAction,keyAction,Phase3: name verified from 02-decompiled SettingsEngine.java (obfuscated 2-char name unrecoverable - jar rebuilt; field name doubles as prefs key and was never obfuscated),verified-exists
field,com.corrodinggames.rts.gameFramework,SettingsEngine,keyDown,keyDown,Phase3: name verified from 02-decompiled SettingsEngine.java (obfuscated 2-char name unrecoverable - jar rebuilt; field name doubles as prefs key and was never obfuscated),verified-exists
field,com.corrodinggames.rts.gameFramework,SettingsEngine,keyJump,keyJump,Phase3: name verified from 02-decompiled SettingsEngine.java (obfuscated 2-char name unrecoverable - jar rebuilt; field name doubles as prefs key and was never obfuscated),verified-exists
field,com.corrodinggames.rts.gameFramework,SettingsEngine,keyLeft,keyLeft,Phase3: name verified from 02-decompiled SettingsEngine.java (obfuscated 2-char name unrecoverable - jar rebuilt; field name doubles as prefs key and was never obfuscated),verified-exists
field,com.corrodinggames.rts.gameFramework,SettingsEngine,keyRight,keyRight,Phase3: name verified from 02-decompiled SettingsEngine.java (obfuscated 2-char name unrecoverable - jar rebuilt; field name doubles as prefs key and was never obfuscated),verified-exists
field,com.corrodinggames.rts.gameFramework,SettingsEngine,keyboardSupport,keyboardSupport,Phase3: name verified from 02-decompiled SettingsEngine.java (obfuscated 2-char name unrecoverable - jar rebuilt; field name doubles as prefs key and was never obfuscated),verified-exists
field,com.corrodinggames.rts.gameFramework,SettingsEngine,landscapeOrientation,landscapeOrientation,Phase3: name verified from 02-decompiled SettingsEngine.java (obfuscated 2-char name unrecoverable - jar rebuilt; field name doubles as prefs key and was never obfuscated),verified-exists
field,com.corrodinggames.rts.gameFramework,SettingsEngine,lastDebugOption,lastDebugOption,Phase3: name verified from 02-decompiled SettingsEngine.java (obfuscated 2-char name unrecoverable - jar rebuilt; field name doubles as prefs key and was never obfuscated),verified-exists
field,com.corrodinggames.rts.gameFramework,SettingsEngine,lastModCount,lastModCount,Phase3: name verified from 02-decompiled SettingsEngine.java (obfuscated 2-char name unrecoverable - jar rebuilt; field name doubles as prefs key and was never obfuscated),verified-exists
field,com.corrodinggames.rts.gameFramework,SettingsEngine,lastNetworkIP,lastNetworkIP,Phase3: name verified from 02-decompiled SettingsEngine.java (obfuscated 2-char name unrecoverable - jar rebuilt; field name doubles as prefs key and was never obfuscated),verified-exists
field,com.corrodinggames.rts.gameFramework,SettingsEngine,lastNetworkPlayerName,lastNetworkPlayerName,Phase3: name verified from 02-decompiled SettingsEngine.java (obfuscated 2-char name unrecoverable - jar rebuilt; field name doubles as prefs key and was never obfuscated),verified-exists
field,com.corrodinggames.rts.gameFramework,SettingsEngine,lastSeenMessageId,lastSeenMessageId,Phase3: name verified from 02-decompiled SettingsEngine.java (obfuscated 2-char name unrecoverable - jar rebuilt; field name doubles as prefs key and was never obfuscated),verified-exists
field,com.corrodinggames.rts.gameFramework,SettingsEngine,lastSeenMessageIds,lastSeenMessageIds,Phase3: name verified from 02-decompiled SettingsEngine.java (obfuscated 2-char name unrecoverable - jar rebuilt; field name doubles as prefs key and was never obfuscated),verified-exists
field,com.corrodinggames.rts.gameFramework,SettingsEngine,liveReloading,liveReloading,Phase3: name verified from 02-decompiled SettingsEngine.java (obfuscated 2-char name unrecoverable - jar rebuilt; field name doubles as prefs key and was never obfuscated),verified-exists
field,com.corrodinggames.rts.gameFramework,SettingsEngine,loadDisabledModData,loadDisabledModData,Phase3: name verified from 02-decompiled SettingsEngine.java (obfuscated 2-char name unrecoverable - jar rebuilt; field name doubles as prefs key and was never obfuscated),verified-exists
method,com.corrodinggames.rts.gameFramework,SettingsEngine,loadFromFileSystem,loadFromFileSystem,Phase3: name verified from 02-decompiled SettingsEngine.java (obfuscated 2-char name unrecoverable - jar rebuilt),verified-exists
method,com.corrodinggames.rts.gameFramework,SettingsEngine,loadMainExternalFolder,loadMainExternalFolder,Phase3: name verified from 02-decompiled SettingsEngine.java (obfuscated 2-char name unrecoverable - jar rebuilt),verified-exists
field,com.corrodinggames.rts.gameFramework,SettingsEngine,locationAction,locationAction,Phase3: name verified from 02-decompiled SettingsEngine.java (obfuscated 2-char name unrecoverable - jar rebuilt; field name doubles as prefs key and was never obfuscated),verified-exists
field,com.corrodinggames.rts.gameFramework,SettingsEngine,locationDpad,locationDpad,Phase3: name verified from 02-decompiled SettingsEngine.java (obfuscated 2-char name unrecoverable - jar rebuilt; field name doubles as prefs key and was never obfuscated),verified-exists
field,com.corrodinggames.rts.gameFramework,SettingsEngine,masterVolume,masterVolume,Phase3: name verified from 02-decompiled SettingsEngine.java (obfuscated 2-char name unrecoverable - jar rebuilt; field name doubles as prefs key and was never obfuscated),verified-exists
field,com.corrodinggames.rts.gameFramework,SettingsEngine,modSAFlinks,modSAFlinks,Phase3: name verified from 02-decompiled SettingsEngine.java (obfuscated 2-char name unrecoverable - jar rebuilt; field name doubles as prefs key and was never obfuscated),verified-exists
field,com.corrodinggames.rts.gameFramework,SettingsEngine,modSettings,modSettings,Phase3: name verified from 02-decompiled SettingsEngine.java (obfuscated 2-char name unrecoverable - jar rebuilt; field name doubles as prefs key and was never obfuscated),verified-exists
field,com.corrodinggames.rts.gameFramework,SettingsEngine,modSettingsVersion,modSettingsVersion,Phase3: name verified from 02-decompiled SettingsEngine.java (obfuscated 2-char name unrecoverable - jar rebuilt; field name doubles as prefs key and was never obfuscated),verified-exists
field,com.corrodinggames.rts.gameFramework,SettingsEngine,mouseOrders,mouseOrders,Phase3: name verified from 02-decompiled SettingsEngine.java (obfuscated 2-char name unrecoverable - jar rebuilt; field name doubles as prefs key and was never obfuscated),verified-exists
field,com.corrodinggames.rts.gameFramework,SettingsEngine,mousePlacement,mousePlacement,Phase3: name verified from 02-decompiled SettingsEngine.java (obfuscated 2-char name unrecoverable - jar rebuilt; field name doubles as prefs key and was never obfuscated),verified-exists
field,com.corrodinggames.rts.gameFramework,SettingsEngine,mouseSupport,mouseSupport,Phase3: name verified from 02-decompiled SettingsEngine.java (obfuscated 2-char name unrecoverable - jar rebuilt; field name doubles as prefs key and was never obfuscated),verified-exists
field,com.corrodinggames.rts.gameFramework,SettingsEngine,musicVolume,musicVolume,Phase3: name verified from 02-decompiled SettingsEngine.java (obfuscated 2-char name unrecoverable - jar rebuilt; field name doubles as prefs key and was never obfuscated),verified-exists
field,com.corrodinggames.rts.gameFramework,SettingsEngine,networkClientId,networkClientId,Phase3: name verified from 02-decompiled SettingsEngine.java (obfuscated 2-char name unrecoverable - jar rebuilt; field name doubles as prefs key and was never obfuscated),verified-exists
field,com.corrodinggames.rts.gameFramework,SettingsEngine,networkClientIdMachineKey,networkClientIdMachineKey,Phase3: name verified from 02-decompiled SettingsEngine.java (obfuscated 2-char name unrecoverable - jar rebuilt; field name doubles as prefs key and was never obfuscated),verified-exists
field,com.corrodinggames.rts.gameFramework,SettingsEngine,networkPort,networkPort,Phase3: name verified from 02-decompiled SettingsEngine.java (obfuscated 2-char name unrecoverable - jar rebuilt; field name doubles as prefs key and was never obfuscated),verified-exists
field,com.corrodinggames.rts.gameFramework,SettingsEngine,networkServerId,networkServerId,Phase3: name verified from 02-decompiled SettingsEngine.java (obfuscated 2-char name unrecoverable - jar rebuilt; field name doubles as prefs key and was never obfuscated),verified-exists
field,com.corrodinggames.rts.gameFramework,SettingsEngine,newRender,newRender,Phase3: name verified from 02-decompiled SettingsEngine.java (obfuscated 2-char name unrecoverable - jar rebuilt; field name doubles as prefs key and was never obfuscated),verified-exists
field,com.corrodinggames.rts.gameFramework,SettingsEngine,nextBackgroundMap,nextBackgroundMap,Phase3: name verified from 02-decompiled SettingsEngine.java (obfuscated 2-char name unrecoverable - jar rebuilt; field name doubles as prefs key and was never obfuscated),verified-exists
field,com.corrodinggames.rts.gameFramework,SettingsEngine,numIncompleteLoadAttempts,numIncompleteLoadAttempts,Phase3: name verified from 02-decompiled SettingsEngine.java (obfuscated 2-char name unrecoverable - jar rebuilt; field name doubles as prefs key and was never obfuscated),verified-exists
field,com.corrodinggames.rts.gameFramework,SettingsEngine,numLoadsSinceRunningGameOrNormalExit,numLoadsSinceRunningGameOrNormalExit,Phase3: name verified from 02-decompiled SettingsEngine.java (obfuscated 2-char name unrecoverable - jar rebuilt; field name doubles as prefs key and was never obfuscated),verified-exists
field,com.corrodinggames.rts.gameFramework,SettingsEngine,numberOfWins,numberOfWins,Phase3: name verified from 02-decompiled SettingsEngine.java (obfuscated 2-char name unrecoverable - jar rebuilt; field name doubles as prefs key and was never obfuscated),verified-exists
field,com.corrodinggames.rts.gameFramework,SettingsEngine,onscreenControls,onscreenControls,Phase3: name verified from 02-decompiled SettingsEngine.java (obfuscated 2-char name unrecoverable - jar rebuilt; field name doubles as prefs key and was never obfuscated),verified-exists
field,com.corrodinggames.rts.gameFramework,SettingsEngine,overrideLanguageCode,overrideLanguageCode,Phase3: name verified from 02-decompiled SettingsEngine.java (obfuscated 2-char name unrecoverable - jar rebuilt; field name doubles as prefs key and was never obfuscated),verified-exists
field,com.corrodinggames.rts.gameFramework,SettingsEngine,quickRally,quickRally,Phase3: name verified from 02-decompiled SettingsEngine.java (obfuscated 2-char name unrecoverable - jar rebuilt; field name doubles as prefs key and was never obfuscated),verified-exists
field,com.corrodinggames.rts.gameFramework,SettingsEngine,rateGameShown,rateGameShown,Phase3: name verified from 02-decompiled SettingsEngine.java (obfuscated 2-char name unrecoverable - jar rebuilt; field name doubles as prefs key and was never obfuscated),verified-exists
field,com.corrodinggames.rts.gameFramework,SettingsEngine,renderAntiAlias,renderAntiAlias,Phase3: name verified from 02-decompiled SettingsEngine.java (obfuscated 2-char name unrecoverable - jar rebuilt; field name doubles as prefs key and was never obfuscated),verified-exists
field,com.corrodinggames.rts.gameFramework,SettingsEngine,renderBackground,renderBackground,Phase3: name verified from 02-decompiled SettingsEngine.java (obfuscated 2-char name unrecoverable - jar rebuilt; field name doubles as prefs key and was never obfuscated),verified-exists
field,com.corrodinggames.rts.gameFramework,SettingsEngine,renderClouds,renderClouds,Phase3: name verified from 02-decompiled SettingsEngine.java (obfuscated 2-char name unrecoverable - jar rebuilt; field name doubles as prefs key and was never obfuscated),verified-exists
field,com.corrodinggames.rts.gameFramework,SettingsEngine,renderControls,renderControls,Phase3: name verified from 02-decompiled SettingsEngine.java (obfuscated 2-char name unrecoverable - jar rebuilt; field name doubles as prefs key and was never obfuscated),verified-exists
field,com.corrodinggames.rts.gameFramework,SettingsEngine,renderDensity,renderDensity,Phase3: name verified from 02-decompiled SettingsEngine.java (obfuscated 2-char name unrecoverable - jar rebuilt; field name doubles as prefs key and was never obfuscated),verified-exists
field,com.corrodinggames.rts.gameFramework,SettingsEngine,renderDoubleScale,renderDoubleScale,Phase3: name verified from 02-decompiled SettingsEngine.java (obfuscated 2-char name unrecoverable - jar rebuilt; field name doubles as prefs key and was never obfuscated),verified-exists
field,com.corrodinggames.rts.gameFramework,SettingsEngine,renderExtraLayers,renderExtraLayers,Phase3: name verified from 02-decompiled SettingsEngine.java (obfuscated 2-char name unrecoverable - jar rebuilt; field name doubles as prefs key and was never obfuscated),verified-exists
field,com.corrodinggames.rts.gameFramework,SettingsEngine,renderExtraShadows,renderExtraShadows,Phase3: name verified from 02-decompiled SettingsEngine.java (obfuscated 2-char name unrecoverable - jar rebuilt; field name doubles as prefs key and was never obfuscated),verified-exists
field,com.corrodinggames.rts.gameFramework,SettingsEngine,renderFancyWater,renderFancyWater,Phase3: name verified from 02-decompiled SettingsEngine.java (obfuscated 2-char name unrecoverable - jar rebuilt; field name doubles as prefs key and was never obfuscated),verified-exists
field,com.corrodinggames.rts.gameFramework,SettingsEngine,renderSmoothDelta,renderSmoothDelta,Phase3: name verified from 02-decompiled SettingsEngine.java (obfuscated 2-char name unrecoverable - jar rebuilt; field name doubles as prefs key and was never obfuscated),verified-exists
field,com.corrodinggames.rts.gameFramework,SettingsEngine,renderVsync,renderVsync,Phase3: name verified from 02-decompiled SettingsEngine.java (obfuscated 2-char name unrecoverable - jar rebuilt; field name doubles as prefs key and was never obfuscated),verified-exists
field,com.corrodinggames.rts.gameFramework,SettingsEngine,renderWithLineWidth,renderWithLineWidth,Phase3: name verified from 02-decompiled SettingsEngine.java (obfuscated 2-char name unrecoverable - jar rebuilt; field name doubles as prefs key and was never obfuscated),verified-exists
field,com.corrodinggames.rts.gameFramework,SettingsEngine,replayTracing,replayTracing,Phase3: name verified from 02-decompiled SettingsEngine.java (obfuscated 2-char name unrecoverable - jar rebuilt; field name doubles as prefs key and was never obfuscated),verified-exists
field,com.corrodinggames.rts.gameFramework,SettingsEngine,replaysShowRecordedChat,replaysShowRecordedChat,Phase3: name verified from 02-decompiled SettingsEngine.java (obfuscated 2-char name unrecoverable - jar rebuilt; field name doubles as prefs key and was never obfuscated),verified-exists
field,com.corrodinggames.rts.gameFramework,SettingsEngine,resizeFontWithUIScale,resizeFontWithUIScale,Phase3: name verified from 02-decompiled SettingsEngine.java (obfuscated 2-char name unrecoverable - jar rebuilt; field name doubles as prefs key and was never obfuscated),verified-exists
method,com.corrodinggames.rts.gameFramework,SettingsEngine,save,save,Phase3: name verified from 02-decompiled SettingsEngine.java (obfuscated 2-char name unrecoverable - jar rebuilt),verified-exists
field,com.corrodinggames.rts.gameFramework,SettingsEngine,saveMultiplayerReplays,saveMultiplayerReplays,Phase3: name verified from 02-decompiled SettingsEngine.java (obfuscated 2-char name unrecoverable - jar rebuilt; field name doubles as prefs key and was never obfuscated),verified-exists
method,com.corrodinggames.rts.gameFramework,SettingsEngine,saveToFileSystem,saveToFileSystem,Phase3: name verified from 02-decompiled SettingsEngine.java (obfuscated 2-char name unrecoverable - jar rebuilt),verified-exists
field,com.corrodinggames.rts.gameFramework,SettingsEngine,scrollSpeed,scrollSpeed,Phase3: name verified from 02-decompiled SettingsEngine.java (obfuscated 2-char name unrecoverable - jar rebuilt; field name doubles as prefs key and was never obfuscated),verified-exists
field,com.corrodinggames.rts.gameFramework,SettingsEngine,sendReports,sendReports,Phase3: name verified from 02-decompiled SettingsEngine.java (obfuscated 2-char name unrecoverable - jar rebuilt; field name doubles as prefs key and was never obfuscated),verified-exists
method,com.corrodinggames.rts.gameFramework,SettingsEngine,setValueDynamic,setValueDynamic,Phase3: name verified from 02-decompiled SettingsEngine.java (obfuscated 2-char name unrecoverable - jar rebuilt),verified-exists
field,com.corrodinggames.rts.gameFramework,SettingsEngine,settingsEngine,settingsEngine,Phase3: name verified from 02-decompiled SettingsEngine.java (obfuscated 2-char name unrecoverable - jar rebuilt; field name doubles as prefs key and was never obfuscated),verified-exists
field,com.corrodinggames.rts.gameFramework,SettingsEngine,settingsGameVersion,settingsGameVersion,Phase3: name verified from 02-decompiled SettingsEngine.java (obfuscated 2-char name unrecoverable - jar rebuilt; field name doubles as prefs key and was never obfuscated),verified-exists
field,com.corrodinggames.rts.gameFramework,SettingsEngine,settingsGameVersionFirst,settingsGameVersionFirst,Phase3: name verified from 02-decompiled SettingsEngine.java (obfuscated 2-char name unrecoverable - jar rebuilt; field name doubles as prefs key and was never obfuscated),verified-exists
field,com.corrodinggames.rts.gameFramework,SettingsEngine,shaderEffects,shaderEffects,Phase3: name verified from 02-decompiled SettingsEngine.java (obfuscated 2-char name unrecoverable - jar rebuilt; field name doubles as prefs key and was never obfuscated),verified-exists
