type,obfuscated_package,obfuscated_class,obfuscated_member,meaningful_name,notes,verified
method,com.corrodinggames.rts.game.units.d,c,a(int),setSlotIndex,CommandSlot: set position index in action bar,body-verified-v1300
method,com.corrodinggames.rts.game.units.d,c,a(k),readFromStream,CommandSlot: deserialize from network stream,body-verified-v1300
method,com.corrodinggames.rts.game.units.d,c,b,initStaticResources,CommandSlot: static - load shared textures,body-verified-v1300
method,com.corrodinggames.rts.game.units.d,c,b(game.f),updateState,CommandSlot: refresh state from game context,body-verified-v1300
method,com.corrodinggames.rts.game.units.d,c,bV,getCompletionProgress,CommandSlot: float - action progress 0.0-1.0,body-verified-v1300
field,com.corrodinggames.rts.game.units.d,c,c,isSelected,CommandSlot: boolean - currently selected/highlighted,body-verified-v1300
method,com.corrodinggames.rts.game.units.d,c,c(float),setThresholdValue,CommandSlot: boolean - set trigger threshold,body-verified-v1300
method,com.corrodinggames.rts.game.units.d,c,c(int),getIndexedValue,CommandSlot: float - numeric property by index,body-verified-v1300
method,com.corrodinggames.rts.game.units.d,c,cb,refreshVisualState,CommandSlot: void - update display based on state,body-verified-v1300
method,com.corrodinggames.rts.game.units.d,c,ck,isActionUnlocked,CommandSlot: boolean - action is unlocked/available,body-verified-v1300
method,com.corrodinggames.rts.game.units.d,c,cm,getActionCategory,CommandSlot: returns ActionCategory enum,body-verified-v1300
field,com.corrodinggames.rts.game.units.d,c,d,slotIndex,CommandSlot: int - position index in action panel,body-verified-v1300
field,com.corrodinggames.rts.game.units.d,c,e,alphaValue,CommandSlot: float - transparency/alpha for fade animation,body-verified-v1300
method,com.corrodinggames.rts.game.units.d,c,e(float),setProgress,CommandSlot: void - set action progress,body-verified-v1300
field,com.corrodinggames.rts.game.units.d,c,f,highlightTexture,CommandSlot: static highlight Texture,body-verified-v1300
field,com.corrodinggames.rts.game.units.d,c,g,overlayTextures,CommandSlot: static Texture[] overlay/status icons,body-verified-v1300
method,com.corrodinggames.rts.game.units.d,c,g(int),getNumericProperty,CommandSlot: float - indexed numeric property,body-verified-v1300
field,com.corrodinggames.rts.game.units.d,c,h,position,CommandSlot: PointF - screen position,body-verified-v1300
field,com.corrodinggames.rts.game.units.d,c,i,bounds,CommandSlot: Rect - clickable area bounds,body-verified-v1300
field,com.corrodinggames.rts.game.units.d,c,j,primaryAction,CommandSlot: static GameAction - primary command,body-verified-v1300
method,com.corrodinggames.rts.game.units.d,c,k,getStatusOverlay,CommandSlot: returns status overlay Texture,body-verified-v1300
field,com.corrodinggames.rts.game.units.d,c,l,actionSlotPool,CommandSlot: static ArrayList - object pool for reuse,body-verified-v1300
method,com.corrodinggames.rts.game.units.d,c,m,getCooldownRemaining,CommandSlot: float - cooldown time remaining,body-verified-v1300
method,com.corrodinggames.rts.game.units.d,c,r,getAssociatedUnitType,CommandSlot: returns UnitType reference for this action,body-verified-v1300
method,com.corrodinggames.rts.game.units.d,c,v,getIcon,CommandSlot: returns button icon Texture,body-verified-v1300
method,com.corrodinggames.rts.game.units.d,d,a(as, float, float,""" n)"""
method,com.corrodinggames.rts.game.units.d,d,a(y, as, ao, int
method,com.corrodinggames.rts.game.units.d,d,b(int, int),createGhostUnit,verified-exists
method,com.corrodinggames.rts.game.units.d,d,A,getTotalBuildTime,BuildingPlaceholder: float - total construction seconds,body-verified-v1300
method,com.corrodinggames.rts.game.units.d,d,I,isGhostPreview,"""BuildingPlaceholder: boolean - this is a ghost/preview""",verified-exists
method,com.corrodinggames.rts.game.units.d,d,I(),canPatrol,False - cannot patrol [sig-backfill: returns boolean],verified-exists
method,com.corrodinggames.rts.game.units.d,d,L,isVisible,BuildingPlaceholder: boolean - visible on map,body-verified-v1300
method,com.corrodinggames.rts.game.units.d,d,L(),onBuildComplete,Handle experiment completion + sound [sig-backfill: returns boolean],verified-exists
method,com.corrodinggames.rts.game.units.d,d,Q,isUnderConstruction,BuildingPlaceholder: boolean - currently being built,body-verified-v1300
method,com.corrodinggames.rts.game.units.d,d,Q(),isSelectable,False - not directly selectable [sig-backfill: returns boolean],verified-exists
method,com.corrodinggames.rts.game.units.d,d,R,getstrictfp void,real-class-inferred: com.corrodinggames.rts.game.units.d.d,real-class-v1200
method,com.corrodinggames.rts.game.units.d,d,R(int),setBuildStep,Set buildStep field from int [sig-backfill: returns void],verified-exists
method,com.corrodinggames.rts.game.units.d,d,a,getstrictfp void,real-class-inferred: com.corrodinggames.rts.game.units.d.d,real-class-v1200
method,com.corrodinggames.rts.game.units.d,d,a(as),writeToStream,BuildingPlaceholder: serialize,body-verified-v1300
method,com.corrodinggames.rts.game.units.d,d,a(int),setGridPosition,BuildingPlaceholder: update grid coords,body-verified-v1300
method,com.corrodinggames.rts.game.units.d,d,a(k),readFromStream,BuildingPlaceholder: deserialize,body-verified-v1300
method,com.corrodinggames.rts.game.units.d,d,bI,canStartConstruction,BuildingPlaceholder: boolean - ready to begin building,body-verified-v1300
method,com.corrodinggames.rts.game.units.d,d,bI(),isExperimentalUnit,True - identifies experimental unit type [sig-backfill: returns boolean],verified-exists
method,com.corrodinggames.rts.game.units.d,d,b_,isBuildingType,BuildingPlaceholder: boolean - this is a building/structure,body-verified-v1300
method,com.corrodinggames.rts.game.units.d,d,b_(),canBeTransported,False - cannot be transported [sig-backfill: returns boolean],verified-exists
method,com.corrodinggames.rts.game.units.d,d,c,getstrictfp boolean,real-class-inferred: com.corrodinggames.rts.game.units.d.d,real-class-v1200
method,com.corrodinggames.rts.game.units.d,d,c(float),setBuildProgress,BuildingPlaceholder: boolean - update construction progress,body-verified-v1300
method,com.corrodinggames.rts.game.units.d,d,cc,getHitboxBounds,BuildingPlaceholder: Rect - collision/click hitbox,body-verified-v1300
method,com.corrodinggames.rts.game.units.d,d,cc(),getSourceRect,Return source texture rect (n) [sig-backfill: returns android.graphics.Rect],verified-exists
method,com.corrodinggames.rts.game.units.d,d,cd,getSelectionBounds,BuildingPlaceholder: Rect - selection rectangle,body-verified-v1300
method,com.corrodinggames.rts.game.units.d,d,cd(),getDestRect,Return destination render rect (o) [sig-backfill: returns android.graphics.Rect],verified-exists
method,com.corrodinggames.rts.game.units.d,d,d,getstrictfp void,real-class-inferred: com.corrodinggames.rts.game.units.d.d,real-class-v1200
method,com.corrodinggames.rts.game.units.d,d,d(float),addBuildProgress,BuildingPlaceholder: void - increment construction progress,body-verified-v1300
method,com.corrodinggames.rts.game.units.d,d,d(int),getTextureByIndex,BuildingPlaceholder: get indexed Texture,body-verified-v1300
method,com.corrodinggames.rts.game.units.d,d,ds,isPlacementValid,BuildingPlaceholder: boolean - current placement is valid,body-verified-v1300
method,com.corrodinggames.rts.game.units.d,d,ds(),hasOverlaySprite,Override hook for overlay sprite usage [sig-backfill: returns boolean],verified-exists
method,com.corrodinggames.rts.game.units.d,d,dt,initStaticCache,BuildingPlaceholder: static - initialize texture cache,body-verified-v1300
method,com.corrodinggames.rts.game.units.d,d,dt(),initTextures,Static: load icon textures + per-team array [sig-backfill: returns void],verified-exists
method,com.corrodinggames.rts.game.units.d,d,e,hasValidPlacement,BuildingPlaceholder: boolean - placement position is buildable,body-verified-v1300
method,com.corrodinggames.rts.game.units.d,d,f,getStatusPaint,BuildingPlaceholder: Paint - color-coded status paint,body-verified-v1300
method,com.corrodinggames.rts.game.units.d,d,f_,recalculateBounds,BuildingPlaceholder: update position/bounds,body-verified-v1300
method,com.corrodinggames.rts.game.units.d,d,f_(),resetBuildState,Set build-in-progress flag to false [sig-backfill: returns void],verified-exists
method,com.corrodinggames.rts.game.units.d,d,g,getam,real-class-inferred: com.corrodinggames.rts.game.units.d.d,real-class-v1200
method,com.corrodinggames.rts.game.units.d,d,g(as),createPlaceholderInstance,BuildingPlaceholder: static UnitInstance - create preview object,body-verified-v1300
method,com.corrodinggames.rts.game.units.d,d,g(com.corrodinggames.rts.game.units.as),createUnit,Static: create UnitInstance from handle [sig-backfill: returns com.corrodinggames.rts.game.units.am],verified-exists
method,com.corrodinggames.rts.game.units.d,d,h,getOwnerInfo,BuildingPlaceholder: returns owner/team color data,body-verified-v1300
method,com.corrodinggames.rts.game.units.d,d,h(),getMovementType,Returns stationary movement type [sig-backfill: returns com.corrodinggames.rts.game.units.ao],verified-exists
method,com.corrodinggames.rts.game.units.d,d,i,isFullyConstructed,BuildingPlaceholder: boolean - construction complete,body-verified-v1300
method,com.corrodinggames.rts.game.units.d,d,i(),canMoveAndFire,False - cannot move while firing [sig-backfill: returns boolean],verified-exists
field,com.corrodinggames.rts.game.units.d,d,m,previewTexture,BuildingPlaceholder: preview/ghost Texture,body-verified-v1300
field,com.corrodinggames.rts.game.units.d,d,n,sourceRect,Source rect for texture mapping (cc()),verified-exists
field,com.corrodinggames.rts.game.units.d,d,o,destRect,Destination rect for rendering (cd()),verified-exists
field,com.corrodinggames.rts.game.units.d,d,p,defaultIcon,Static default icon texture from resources,verified-exists
field,com.corrodinggames.rts.game.units.d,d,q,teamIconTextures,Static per-team icon texture array (size 10),verified-exists
field,com.corrodinggames.rts.game.units.d,d,r,buildStep,Build/state step counter (serialized),verified-exists
field,com.corrodinggames.rts.game.units.d,d,s,animFrame,Animation frame index for sprite offset,verified-exists
method,com.corrodinggames.rts.game.units.d,d,v,getPreviewIcon,BuildingPlaceholder: get preview/info icon,body-verified-v1300
method,com.corrodinggames.rts.game.units.d,d,z,getBuildProgress,BuildingPlaceholder: float - construction progress 0.0-1.0,body-verified-v1300
method,com.corrodinggames.rts.game.units.d,e,a(ArrayList, int),addToBuildQueue | CommandCenter: static - queue multiple items,verified-exists
method,com.corrodinggames.rts.game.units.d,e,a(am, float,""" game.f)""",calculateBuildSpeed
method,com.corrodinggames.rts.game.units.d,e,b(int, float),canAddToQueue | CommandCenter: boolean - queue slot available,verified-exists
method,com.corrodinggames.rts.game.units.d,e,K,getUnitRegistry,CommandCenter: returns UnitRegistry,body-verified-v1300
method,com.corrodinggames.rts.game.units.d,e,K(),getUnitType,Returns ar.e as UnitRegistry type [sig-backfill: returns com.corrodinggames.rts.game.units.ar],verified-exists
method,com.corrodinggames.rts.game.units.d,e,L,isSlotAvailable,CommandCenter: boolean - slot can be used,body-verified-v1300
method,com.corrodinggames.rts.game.units.d,e,L(),onDeath,Death: set texture [sig-backfill: returns boolean], create explosion particles
method,com.corrodinggames.rts.game.units.d,e,N,getBuildQueue,CommandCenter: ArrayList - current build queue,body-verified-v1300
method,com.corrodinggames.rts.game.units.d,e,N(),getActions,Returns available GameActions from factory [sig-backfill: returns java.util.ArrayList],verified-exists
method,com.corrodinggames.rts.game.units.d,e,S,clearSelectedUnit,CommandCenter: void - reset selection,body-verified-v1300
method,com.corrodinggames.rts.game.units.d,e,S(),updateTexture,Update display texture based on state [sig-backfill: returns void],verified-exists
method,com.corrodinggames.rts.game.units.d,e,a,getstrictfp void,real-class-inferred: com.corrodinggames.rts.game.units.d.e,real-class-v1200
method,com.corrodinggames.rts.game.units.d,e,a(as),writeToStream,CommandCenter: serialize,body-verified-v1300
method,com.corrodinggames.rts.game.units.d,e,a(float),setScale,CommandCenter: set UI scale factor,body-verified-v1300
method,com.corrodinggames.rts.game.units.d,e,a(int),setSelectedUnit,CommandCenter: set unit type index,body-verified-v1300
method,com.corrodinggames.rts.game.units.d,e,a(k),readFromStream,CommandCenter: deserialize,body-verified-v1300
method,com.corrodinggames.rts.game.units.d,e,b,initStaticTextures,CommandCenter: static - load shared textures,body-verified-v1300
method,com.corrodinggames.rts.game.units.d,e,b(),getArmor,[v10.3-resolved: semantic match (0 params,verified-exists
method,com.corrodinggames.rts.game.units.d,e,b(int),getQueueCount,CommandCenter: float - items in queue at index,body-verified-v1300
method,com.corrodinggames.rts.game.units.d,e,bJ,isFactoryActive,CommandCenter: boolean - factory is operational,body-verified-v1300
method,com.corrodinggames.rts.game.units.d,e,bJ(),isUnderConstruction,Building always reports construction status [sig-backfill: returns boolean],verified-exists
method,com.corrodinggames.rts.game.units.d,e,bp,getTotalQueueLength,CommandCenter: int - total items queued,body-verified-v1300
method,com.corrodinggames.rts.game.units.d,e,bp(),getHeight,Unit height 35 for placement grid [sig-backfill: returns int],verified-exists
method,com.corrodinggames.rts.game.units.d,e,c,getstrictfp float,real-class-inferred: com.corrodinggames.rts.game.units.d.e,real-class-v1200
method,com.corrodinggames.rts.game.units.d,e,c(int),getMaxHealth,Max HP 999.0 per tech level [sig-backfill: returns float],verified-exists
method,com.corrodinggames.rts.game.units.d,e,cF,getRenderRect,CommandCenter: RectF - rendering rectangle,body-verified-v1300
method,com.corrodinggames.rts.game.units.d,e,cF(),getSelectionBounds,Expanded bounding rect (6.0 offset) [sig-backfill: returns android.graphics.RectF],verified-exists
method,com.corrodinggames.rts.game.units.d,e,cy,getBuildTime,CommandCenter: float - construction time,body-verified-v1300
method,com.corrodinggames.rts.game.units.d,e,cy(),getIncomePerTick,Income rate 18.0 per tick [sig-backfill: returns float],verified-exists
method,com.corrodinggames.rts.game.units.d,e,d,getIconTexture,CommandCenter: Texture - unit icon,body-verified-v1300
field,com.corrodinggames.rts.game.units.d,e,e,scaleFactor,CommandCenter: float - UI scale,body-verified-v1300
method,com.corrodinggames.rts.game.units.d,e,e(float),applyShield,Shield area effect at position with radius [sig-backfill: returns void],verified-exists
field,com.corrodinggames.rts.game.units.d,e,f,totalActiveTime,Accumulated delta-time since activation,verified-exists
field,com.corrodinggames.rts.game.units.d,e,g,buildTimeAccumulator,Accumulated delta-time for build tracking,verified-exists
field,com.corrodinggames.rts.game.units.d,e,h,frameCounter,Incremented each tick frame,verified-exists
field,com.corrodinggames.rts.game.units.d,e,i,resourceAccumulator,Accumulated by 10.0 each tick,verified-exists
field,com.corrodinggames.rts.game.units.d,e,j,minDeltaTime,Minimum frame delta seen,verified-exists
method,com.corrodinggames.rts.game.units.d,e,k,getProgressTexture,CommandCenter: Texture - progress bar texture,body-verified-v1300
method,com.corrodinggames.rts.game.units.d,e,l,hasActiveProduction,CommandCenter: boolean - building something,body-verified-v1300
method,com.corrodinggames.rts.game.units.d,e,l(),isBuilding,True for building/structure type [sig-backfill: returns boolean],verified-exists
method,com.corrodinggames.rts.game.units.d,e,m,getProgressValue,CommandCenter: float - build progress,body-verified-v1300
method,com.corrodinggames.rts.game.units.d,e,m(),getMass,Mass/repair cost value 280.0 [sig-backfill: returns float],verified-exists
method,com.corrodinggames.rts.game.units.d,e,q,getstrictfp float,real-class-inferred: com.corrodinggames.rts.game.units.d.e,real-class-v1200
method,com.corrodinggames.rts.game.units.d,e,q(int),getRange,Weapon/build range 70.0 [sig-backfill: returns float],verified-exists
method,com.corrodinggames.rts.game.units.d,e,r,getProducingUnitType,CommandCenter: returns UnitType being produced,body-verified-v1300
method,com.corrodinggames.rts.game.units.d,e,s,getQueuePosition,CommandCenter: int - position in build queue,body-verified-v1300
method,com.corrodinggames.rts.game.units.d,e,s(),getWidth,Unit width 20 for placement grid [sig-backfill: returns int],verified-exists
method,com.corrodinggames.rts.game.units.d,f,a,getstrictfp void,real-class-inferred: com.corrodinggames.rts.game.units.d.f,real-class-v1200
method,com.corrodinggames.rts.game.units.d,f,b,getstrictfp void,real-class-inferred: com.corrodinggames.rts.game.units.d.f,real-class-v1200
method,com.corrodinggames.rts.game.units.d,f,d,gete,real-class-inferred: com.corrodinggames.rts.game.units.d.f,real-class-v1200
method,com.corrodinggames.rts.game.units.d,g,K,getstrictfp void,real-class-inferred: com.corrodinggames.rts.game.units.d.g,real-class-v1200
method,com.corrodinggames.rts.game.units.d,g,L,getstrictfp boolean,real-class-inferred: com.corrodinggames.rts.game.units.d.g,real-class-v1200
method,com.corrodinggames.rts.game.units.d,g,N,getArrayList,real-class-inferred: com.corrodinggames.rts.game.units.d.g,real-class-v1200
method,com.corrodinggames.rts.game.units.d,g,S,getstrictfp void,real-class-inferred: com.corrodinggames.rts.game.units.d.g,real-class-v1200
method,com.corrodinggames.rts.game.units.d,g,V,getstrictfp int,real-class-inferred: com.corrodinggames.rts.game.units.d.g,real-class-v1200
method,com.corrodinggames.rts.game.units.d,g,a,getstrictfp void,real-class-inferred: com.corrodinggames.rts.game.units.d.g,real-class-v1200
method,com.corrodinggames.rts.game.units.d,g,b,getstrictfp float,real-class-inferred: com.corrodinggames.rts.game.units.d.g,real-class-v1200
method,com.corrodinggames.rts.game.units.d,g,bp,getstrictfp int,real-class-inferred: com.corrodinggames.rts.game.units.d.g,real-class-v1200
method,com.corrodinggames.rts.game.units.d,g,c,getstrictfp float,real-class-inferred: com.corrodinggames.rts.game.units.d.g,real-class-v1200
method,com.corrodinggames.rts.game.units.d,g,cm,getc,real-class-inferred: com.corrodinggames.rts.game.units.d.g,real-class-v1200
method,com.corrodinggames.rts.game.units.d,g,cy,getstrictfp float,real-class-inferred: com.corrodinggames.rts.game.units.d.g,real-class-v1200
method,com.corrodinggames.rts.game.units.d,g,d,gete,real-class-inferred: com.corrodinggames.rts.game.units.d.g,real-class-v1200
method,com.corrodinggames.rts.game.units.d,g,ds,getstrictfp boolean,real-class-inferred: com.corrodinggames.rts.game.units.d.g,real-class-v1200
method,com.corrodinggames.rts.game.units.d,g,k,gete,real-class-inferred: com.corrodinggames.rts.game.units.d.g,real-class-v1200
method,com.corrodinggames.rts.game.units.d,g,l,getstrictfp boolean,real-class-inferred: com.corrodinggames.rts.game.units.d.g,real-class-v1200
method,com.corrodinggames.rts.game.units.d,g,m,getstrictfp float,real-class-inferred: com.corrodinggames.rts.game.units.d.g,real-class-v1200
method,com.corrodinggames.rts.game.units.d,g,r,getas,real-class-inferred: com.corrodinggames.rts.game.units.d.g,real-class-v1200
field,com.corrodinggames.rts.game.units.d,g,t,factoryProductionSlot1,"P3.3-deep-curated: class-context, was=s1",p3-deep-curated
field,com.corrodinggames.rts.game.units.d,g,u,factoryProductionSlot2,"P3.3-deep-curated: class-context, was=s2",p3-deep-curated
field,com.corrodinggames.rts.game.units.d,g,v,arrayList1,real-class-inferred: com.corrodinggames.rts.game.units.d.g,real-class-v1200
field,com.corrodinggames.rts.game.units.d,g,w,arrayList2,real-class-inferred: com.corrodinggames.rts.game.units.d.g,real-class-v1200
field,com.corrodinggames.rts.game.units.d,g,x,arrayList3,real-class-inferred: com.corrodinggames.rts.game.units.d.g,real-class-v1200
method,com.corrodinggames.rts.game.units.d,h,K,reset,real-class-inferred: com.corrodinggames.rts.game.units.d.h,real-class-v1200
method,com.corrodinggames.rts.game.units.d,h,L,isEnabled,real-class-inferred: com.corrodinggames.rts.game.units.d.h,real-class-v1200
method,com.corrodinggames.rts.game.units.d,h,N,getArrayList,real-class-inferred: com.corrodinggames.rts.game.units.d.h,real-class-v1200
method,com.corrodinggames.rts.game.units.d,h,R,reset,real-class-inferred: com.corrodinggames.rts.game.units.d.h,real-class-v1200
method,com.corrodinggames.rts.game.units.d,h,V,getint,real-class-inferred: com.corrodinggames.rts.game.units.d.h,real-class-v1200
method,com.corrodinggames.rts.game.units.d,h,a,reset,real-class-inferred: com.corrodinggames.rts.game.units.d.h,real-class-v1200
method,com.corrodinggames.rts.game.units.d,h,b,getar,real-class-inferred: com.corrodinggames.rts.game.units.d.h,real-class-v1200
method,com.corrodinggames.rts.game.units.d,h,bp,getint,real-class-inferred: com.corrodinggames.rts.game.units.d.h,real-class-v1200
method,com.corrodinggames.rts.game.units.d,h,cm,getc,real-class-inferred: com.corrodinggames.rts.game.units.d.h,real-class-v1200
method,com.corrodinggames.rts.game.units.d,h,cy,getfloat,real-class-inferred: com.corrodinggames.rts.game.units.d.h,real-class-v1200
method,com.corrodinggames.rts.game.units.d,h,d,gete,real-class-inferred: com.corrodinggames.rts.game.units.d.h,real-class-v1200
method,com.corrodinggames.rts.game.units.d,h,db,getfloat,real-class-inferred: com.corrodinggames.rts.game.units.d.h,real-class-v1200
field,com.corrodinggames.rts.game.units.d,h,g,generatorPowerOutput,"P3.3-deep-curated: class-context, was=e7",p3-deep-curated
method,com.corrodinggames.rts.game.units.d,h,k,gete,real-class-inferred: com.corrodinggames.rts.game.units.d.h,real-class-v1200
field,com.corrodinggames.rts.game.units.d,h,l,generatorResourceType,"P3.3-deep-curated: class-context, was=s2",p3-deep-curated
method,com.corrodinggames.rts.game.units.d,h,r,getas,real-class-inferred: com.corrodinggames.rts.game.units.d.h,real-class-v1200
field,com.corrodinggames.rts.game.units.d,h,t,arrayList,real-class-inferred: com.corrodinggames.rts.game.units.d.h,real-class-v1200
