type,obfuscated_package,obfuscated_class,obfuscated_member,meaningful_name,notes,verified
field,com.corrodinggames.rts.game.units.custom,ba,u,turretRotationSpeed,Turret rotation speed (float, default 3.0)
field,com.corrodinggames.rts.game.units.custom,ba,v,inaccuracySpread,Inaccuracy/spread angle (float, default 0.3)
field,com.corrodinggames.rts.game.units.custom,ba,w,projectileLifetime,Projectile max lifetime seconds (float),verified-exists
field,com.corrodinggames.rts.game.units.custom,ba,x,targetResourceType,Resource type targeted (e),verified-exists
field,com.corrodinggames.rts.game.units.custom,ba,y,costResourceTypes,Resource costs per shot (e[]),verified-exists
field,com.corrodinggames.rts.game.units.custom,ba,z,consumesAmmo,Consumes ammo on fire (boolean),verified-exists
method,com.corrodinggames.rts.game.units.custom,bb,a(java.lang.String, java.lang.String),replaceAll,verified-exists
method,com.corrodinggames.rts.game.units.custom,bb,a,isEmpty,[V] a()->boolean; no translation present,verified-exists
method,com.corrodinggames.rts.game.units.custom,bb,b,getLocalizedText,[V] b()->String; resolved localized text,verified-exists
field,com.corrodinggames.rts.game.units.custom,bb,c,defaultText,Fallback default text (String),verified-exists
field,com.corrodinggames.rts.game.units.custom,bb,d,stringId,String ID for lookup (int  -1=unset),verified-exists
field,com.corrodinggames.rts.game.units.custom,bb,e,keyName,Localization key name (String),verified-exists
field,com.corrodinggames.rts.game.units.custom,bc,a,localeCode,Locale/language code (String),verified-exists
field,com.corrodinggames.rts.game.units.custom,bc,b,translatedText,Translated text string (String),verified-exists
field,com.corrodinggames.rts.game.units.custom,bf,a,colorName,Color name string,verified-exists
field,com.corrodinggames.rts.game.units.custom,bf,b,colorValue,Color ARGB value (int),verified-exists
field,com.corrodinggames.rts.game.units.custom,bf,c,gradientColor1,Gradient color 1 (int),verified-exists
field,com.corrodinggames.rts.game.units.custom,bf,d,gradientColor2,Gradient color 2 (int),verified-exists
field,com.corrodinggames.rts.game.units.custom,bn,A,effectsLoaded,Effects loaded (boolean, default true)
field,com.corrodinggames.rts.game.units.custom,bn,B,resourcesLoaded,Resources loaded flag (boolean),verified-exists
field,com.corrodinggames.rts.game.units.custom,bn,C,boundingRect,Bounding rectangle for all mod content (Rect),verified-exists
field,com.corrodinggames.rts.game.units.custom,bn,D,modDirectoryPath,Mod directory path string,verified-exists
field,com.corrodinggames.rts.game.units.custom,bn,E,modCachePath,Mod cache directory path string,verified-exists
field,com.corrodinggames.rts.game.units.custom,bn,F,activeModNames,Active mod names string,verified-exists
field,com.corrodinggames.rts.game.units.custom,bn,G,allowModDownloads,Allow mod downloads (boolean, default true)
field,com.corrodinggames.rts.game.units.custom,bn,H,totalModCount,Total mod count (int),verified-exists
field,com.corrodinggames.rts.game.units.custom,bn,I,lastModError,Last mod error message string,verified-exists
field,com.corrodinggames.rts.game.units.custom,bn,J,modInfo,Current mod info object (i.b),verified-exists
field,com.corrodinggames.rts.game.units.custom,bn,K,workshopId,Steam Workshop ID string,verified-exists
field,com.corrodinggames.rts.game.units.custom,bn,L,modDisplayName,Mod display name string,verified-exists
field,com.corrodinggames.rts.game.units.custom,bn,M,modAuthorName,Mod author name string,verified-exists
field,com.corrodinggames.rts.game.units.custom,bn,N,spawnUnitNameList,Spawn unit name list (m),verified-exists
field,com.corrodinggames.rts.game.units.custom,bn,O,defaultUnitFilter,Default units filter (h),verified-exists
field,com.corrodinggames.rts.game.units.custom,bn,P,availableUnitFilter,Available units filter (h),verified-exists
field,com.corrodinggames.rts.game.units.custom,bn,Q,startingUnitTypeName,Starting unit type name string,verified-exists
field,com.corrodinggames.rts.game.units.custom,bn,R,defaultCreditsAmount,Default credits amount (int),verified-exists
field,com.corrodinggames.rts.game.units.custom,bn,S,maxPlayers,Max players setting (int),verified-exists
field,com.corrodinggames.rts.game.units.custom,bn,T,aiConfig,AI configuration object (ad),verified-exists
field,com.corrodinggames.rts.game.units.custom,bn,U,startingUnitCount,Starting unit count (int, default 1)
field,com.corrodinggames.rts.game.units.custom,bn,V,maxUnitCap,Maximum unit cap (int, default MAX_VALUE)
field,com.corrodinggames.rts.game.units.custom,bn,W,minUnitCap,Minimum unit cap (int  default -1=unset),verified-exists
field,com.corrodinggames.rts.game.units.custom,bn,X,maxBuilderCap,Max builder count (int  default -1=unset),verified-exists
field,com.corrodinggames.rts.game.units.custom,bn,Y,startingCredits,Starting credits amount (int),verified-exists
field,com.corrodinggames.rts.game.units.custom,bn,Z,startupScript,Startup LogicBoolean script,verified-exists
method,com.corrodinggames.rts.game.units.custom,bn,a,reset,real-class-inferred: com.corrodinggames.rts.game.units.custom.bn,real-class-v1200
field,com.corrodinggames.rts.game.units.custom,bn,aA,customTeamList,Custom team list (m=ArrayList wrapper),verified-exists
field,com.corrodinggames.rts.game.units.custom,bn,aB,customTeamsEnabled,Custom teams enabled flag (boolean),verified-exists
field,com.corrodinggames.rts.game.units.custom,bn,aC,currentTeamConfig,Current team config (bb),verified-exists
field,com.corrodinggames.rts.game.units.custom,bn,aD,defaultTeamConfig,Default team config (bb),verified-exists
field,com.corrodinggames.rts.game.units.custom,bn,aE,teamLayoutName,Team layout name string,verified-exists
field,com.corrodinggames.rts.game.units.custom,bn,aF,teamLayoutCustom,Team layout is custom (boolean),verified-exists
field,com.corrodinggames.rts.game.units.custom,bn,aG,unitScaleMultiplier,Unit scale multiplier (float, default 1.0)
field,com.corrodinggames.rts.game.units.custom,bn,aH,scaleAllUnits,Scale all units flag (boolean),verified-exists
field,com.corrodinggames.rts.game.units.custom,bn,aI,overrideUnitStats,Override unit stats flag (boolean),verified-exists
field,com.corrodinggames.rts.game.units.custom,bn,aJ,overrideBuildCosts,Override build costs flag (boolean),verified-exists
field,com.corrodinggames.rts.game.units.custom,bn,aK,overrideWeaponStats,Override weapon stats flag (boolean),suspicious-bc-missing
field,com.corrodinggames.rts.game.units.custom,bn,aL,globalDamageMultiplier,Global damage multiplier (float),suspicious-bc-missing
field,com.corrodinggames.rts.game.units.custom,bn,aM,globalHPMultiplier,Global HP multiplier flag (boolean),suspicious-bc-missing
field,com.corrodinggames.rts.game.units.custom,bn,aN,globalSpeedMultiplier,Global speed multiplier flag (boolean),suspicious-bc-missing
field,com.corrodinggames.rts.game.units.custom,bn,aO,globalBuildSpeedMultiplier,Global build speed multiplier flag (boolean),suspicious-bc-missing
field,com.corrodinggames.rts.game.units.custom,bn,aP,globalRangeMultiplier,Global range multiplier flag (boolean),suspicious-bc-missing
field,com.corrodinggames.rts.game.units.custom,bn,aQ,globalResourceMultiplier,Global resource multiplier flag (boolean),suspicious-bc-missing
field,com.corrodinggames.rts.game.units.custom,bn,aR,enableCustomAI,Enable custom AI scripts (boolean),suspicious-bc-missing
field,com.corrodinggames.rts.game.units.custom,bn,aS,customUnitFilter,Custom unit filter (h),suspicious-bc-missing
field,com.corrodinggames.rts.game.units.custom,bn,aT,restrictUnits,Restrict unit types flag (boolean),suspicious-bc-missing
field,com.corrodinggames.rts.game.units.custom,bn,aU,restrictBuildings,Restrict buildings flag (boolean),suspicious-bc-missing
field,com.corrodinggames.rts.game.units.custom,bn,aV,restrictProjectiles,Restrict projectiles flag (boolean),suspicious-bc-missing
field,com.corrodinggames.rts.game.units.custom,bn,aW,restrictDecorations,Restrict decorations flag (boolean),suspicious-bc-missing
field,com.corrodinggames.rts.game.units.custom,bn,aX,teamCount,Team count (int  default -1=unset),suspicious-bc-missing
field,com.corrodinggames.rts.game.units.custom,bn,aY,teamSizeFixed,Team size is fixed (boolean),suspicious-bc-missing
field,com.corrodinggames.rts.game.units.custom,bn,aZ,gameModeIndex,Game mode index (int  default -1=unset),suspicious-bc-missing
field,com.corrodinggames.rts.game.units.custom,bn,aa,gameStartedTrigger,Game-started trigger enabled (boolean),verified-exists
field,com.corrodinggames.rts.game.units.custom,bn,ab,unitCreatedTrigger,Unit-created trigger enabled (boolean),verified-exists
field,com.corrodinggames.rts.game.units.custom,bn,ac,gameStateRef,Game state reference (game.o),verified-exists
field,com.corrodinggames.rts.game.units.custom,bn,ad,resourceEconomy,Resource economy config (e=null),verified-exists
field,com.corrodinggames.rts.game.units.custom,bn,ae,allowCustomUnits,Allow custom units flag (boolean, default true)
field,com.corrodinggames.rts.game.units.custom,bn,af,customCredits1,Custom resource credits amount 1 (int),verified-exists
field,com.corrodinggames.rts.game.units.custom,bn,ag,customCredits2,Custom resource credits amount 2 (int),verified-exists
field,com.corrodinggames.rts.game.units.custom,bn,ah,customCredits3,Custom resource credits amount 3 (int),verified-exists
field,com.corrodinggames.rts.game.units.custom,bn,ai,customCredits4,Custom resource credits amount 4 (int),verified-exists
field,com.corrodinggames.rts.game.units.custom,bn,aj,customIncomeMultiplier,Custom income multiplier (float),verified-exists
field,com.corrodinggames.rts.game.units.custom,bn,ak,useCustomEconomy,Use custom economy settings (boolean),verified-exists
field,com.corrodinggames.rts.game.units.custom,bn,al,customCreditsResource1,Custom credits resource type 1 (e=null),verified-exists
field,com.corrodinggames.rts.game.units.custom,bn,am,useCustomTeamSettings,Use custom team settings (boolean),verified-exists
field,com.corrodinggames.rts.game.units.custom,bn,an,customCreditsResource2,Custom credits resource type 2 (e=null),verified-exists
field,com.corrodinggames.rts.game.units.custom,bn,ao,customCreditsResource3,Custom credits resource type 3 (e=null),verified-exists
field,com.corrodinggames.rts.game.units.custom,bn,ap,customCreditsResource4,Custom credits resource type 4 (e=null),verified-exists
field,com.corrodinggames.rts.game.units.custom,bn,aq,useCustomCredits,Use custom credits resources (boolean),verified-exists
field,com.corrodinggames.rts.game.units.custom,bn,ar,customResourceArray1,Custom resource array 1 (e[10]),verified-exists
field,com.corrodinggames.rts.game.units.custom,bn,as,customResourceArray2,Custom resource array 2 (e[]),verified-exists
field,com.corrodinggames.rts.game.units.custom,bn,at,customResourceArray3,Custom resource array 3 (e[]=null),verified-exists
field,com.corrodinggames.rts.game.units.custom,bn,au,customResourceArray4,Custom resource array 4 (e=null),verified-exists
field,com.corrodinggames.rts.game.units.custom,bn,av,useCustomResourceTypes,Use custom resource types (boolean),verified-exists
field,com.corrodinggames.rts.game.units.custom,bn,aw,customResourceType,Custom resource type reference (e),verified-exists
field,com.corrodinggames.rts.game.units.custom,bn,ax,customModifierArray,Custom modifier array (ba[]=null),verified-exists
field,com.corrodinggames.rts.game.units.custom,bn,ay,useCustomModifiers,Use custom modifiers (boolean),verified-exists
field,com.corrodinggames.rts.game.units.custom,bn,az,customTeamsModified,Custom teams modified flag (boolean),verified-exists
field,com.corrodinggames.rts.game.units.custom,bn,b,activeInstance,Active ModUnitRegistry instance (static l),verified-exists
field,com.corrodinggames.rts.game.units.custom,bn,bA,spawnModeIndex,Spawn mode index (int  -1=unset),suspicious-bc-missing
field,com.corrodinggames.rts.game.units.custom,bn,bB,fogModeIndex,Fog mode index (int  -1=unset),suspicious-bc-missing
field,com.corrodinggames.rts.game.units.custom,bn,bC,customGameLogic,Custom game logic script (bp),suspicious-bc-missing
field,com.corrodinggames.rts.game.units.custom,bn,bD,disableNukes,Disable nuke weapons (boolean),suspicious-bc-missing
field,com.corrodinggames.rts.game.units.custom,bn,ba,gameModeCustom,Game mode is custom (boolean),suspicious-bc-missing
field,com.corrodinggames.rts.game.units.custom,bn,bb,damageMultiplier,Global damage multiplier (float),suspicious-bc-missing
field,com.corrodinggames.rts.game.units.custom,bn,bc,hpMultiplier,Global HP multiplier (float),suspicious-bc-missing
field,com.corrodinggames.rts.game.units.custom,bn,bd,speedMultiplier,Global speed multiplier (float, default 1.0)
field,com.corrodinggames.rts.game.units.custom,bn,be,buildSpeedMultiplier,Global build speed multiplier (float),suspicious-bc-missing
field,com.corrodinggames.rts.game.units.custom,bn,bf,resourceMultiplier,Global resource multiplier (float),suspicious-bc-missing
field,com.corrodinggames.rts.game.units.custom,bn,bg,useCustomBalance,Use custom game balance (boolean),suspicious-bc-missing
field,com.corrodinggames.rts.game.units.custom,bn,bh,startingCreditsMultiplier,Starting credits multiplier (float),suspicious-bc-missing
field,com.corrodinggames.rts.game.units.custom,bn,bi,showCustomSettings,Show custom settings in UI (boolean),suspicious-bc-missing
field,com.corrodinggames.rts.game.units.custom,bn,bj,allowCustomMaps,Allow custom maps (boolean),suspicious-bc-missing
field,com.corrodinggames.rts.game.units.custom,bn,bk,allowCustomCampaigns,Allow custom campaigns (boolean),suspicious-bc-missing
field,com.corrodinggames.rts.game.units.custom,bn,bl,useCustomVictoryCondition,Use custom victory condition (boolean),suspicious-bc-missing
field,com.corrodinggames.rts.game.units.custom,bn,bm,victoryConditionTimer,Victory condition timer (int),suspicious-bc-missing
field,com.corrodinggames.rts.game.units.custom,bn,bn,eliminationMode,Elimination/deathmatch mode (boolean),suspicious-bc-missing
field,com.corrodinggames.rts.game.units.custom,bn,bo,aiPersonalityValue,AI personality value (float),suspicious-bc-missing
field,com.corrodinggames.rts.game.units.custom,bn,bp,aiAggressionValue,AI aggression value (float),suspicious-bc-missing
field,com.corrodinggames.rts.game.units.custom,bn,bq,maxGameDuration,Max game duration seconds (int),suspicious-bc-missing
field,com.corrodinggames.rts.game.units.custom,bn,br,allowObserverChat,Allow observer chat (boolean),suspicious-bc-missing
field,com.corrodinggames.rts.game.units.custom,bn,bs,forceRandomSpawns,Force random spawn positions (boolean),suspicious-bc-missing
field,com.corrodinggames.rts.game.units.custom,bn,bt,pathingConfig,Pathfinding configuration (units.ab),suspicious-bc-missing
field,com.corrodinggames.rts.game.units.custom,bn,bu,enableFriendlyFire,Enable friendly fire (boolean),suspicious-bc-missing
field,com.corrodinggames.rts.game.units.custom,bn,bv,enableUnitBounty,Enable unit kill bounty (boolean),suspicious-bc-missing
field,com.corrodinggames.rts.game.units.custom,bn,bw,modMetadataA,Mod metadata object A (z),suspicious-bc-missing
field,com.corrodinggames.rts.game.units.custom,bn,bx,modMetadataB,Mod metadata object B (z),suspicious-bc-missing
field,com.corrodinggames.rts.game.units.custom,bn,by,modMetadataC,Mod metadata object C (z),suspicious-bc-missing
field,com.corrodinggames.rts.game.units.custom,bn,bz,gameModeConfig,Game mode configuration (bl),suspicious-bc-missing
field,com.corrodinggames.rts.game.units.custom,bn,c,allModsList,All loaded mods list (static ArrayList),verified-exists
field,com.corrodinggames.rts.game.units.custom,bn,d,activeModsList,Active/enabled mods list (static ArrayList),verified-exists
field,com.corrodinggames.rts.game.units.custom,bn,e,pendingModsList,Pending mods list (static ArrayList),verified-exists
field,com.corrodinggames.rts.game.units.custom,bn,f,modMap,Mod lookup HashMap (static),verified-exists
field,com.corrodinggames.rts.game.units.custom,bn,g,errorModsList,Errored mods list (static ArrayList),verified-exists
field,com.corrodinggames.rts.game.units.custom,bn,h,customUnitTypes,Custom unit types list (m),verified-exists
field,com.corrodinggames.rts.game.units.custom,bn,i,customBuildings,Custom buildings list (m),verified-exists
field,com.corrodinggames.rts.game.units.custom,bn,j,customProjectiles,Custom projectiles list (m),verified-exists
field,com.corrodinggames.rts.game.units.custom,bn,k,customDecorations,Custom decorations list (m),verified-exists
field,com.corrodinggames.rts.game.units.custom,bn,l,customEffects,Custom effects list (m),verified-exists
field,com.corrodinggames.rts.game.units.custom,bn,m,customResources,Custom resources list (m),verified-exists
field,com.corrodinggames.rts.game.units.custom,bn,n,customTeams,Custom team definitions list (m),verified-exists
field,com.corrodinggames.rts.game.units.custom,bn,o,customAITypes,Custom AI types list (m),verified-exists
