type,obfuscated_package,obfuscated_class,obfuscated_member,meaningful_name,notes,verified
field,com.corrodinggames.rts.game,g,b,width,Projectile sprite width (int),verified-exists
field,com.corrodinggames.rts.game,g,ba,onDeathUnits,Units spawned on projectile death,verified-exists
field,com.corrodinggames.rts.game,g,bb,customData,Custom mod data container,verified-exists
field,com.corrodinggames.rts.game,g,bc,isModProjectile,Mod-defined projectile flag,verified-exists
field,com.corrodinggames.rts.game,g,bd,projectileId,Projectile type ID string,verified-exists
field,com.corrodinggames.rts.game,g,be,damageModifiers,ArrayList of damage modifier rules,verified-exists
field,com.corrodinggames.rts.game,g,bf,defenseModifiers,ArrayList of defense modifier rules,verified-exists
field,com.corrodinggames.rts.game,g,bg,transformModifiers,ArrayList of transform modifier rules,verified-exists
field,com.corrodinggames.rts.game,g,bh,isInitialized,Projectile initialized flag,suspicious-bc-missing
field,com.corrodinggames.rts.game,g,c,height,Projectile sprite height (int),verified-exists
field,com.corrodinggames.rts.game,g,d,isGuided,Homing/guided projectile flag,verified-exists
field,com.corrodinggames.rts.game,g,e,isTracking,Target tracking enabled flag,verified-exists
field,com.corrodinggames.rts.game,g,f,penetratesShields,Bypasses shield defense flag,verified-exists
field,com.corrodinggames.rts.game,g,g,ignoresArmor,Ignores armor reduction flag,verified-exists
field,com.corrodinggames.rts.game,g,h,isFireEffect,Fire/incendiary effect flag,verified-exists
field,com.corrodinggames.rts.game,g,i,baseDamage,Base damage value (default 35),verified-exists
field,com.corrodinggames.rts.game,g,j,maxSpeedOverride,Max speed override (-1=use default 5.0),verified-exists
field,com.corrodinggames.rts.game,g,k,canTargetAir,Can target air units flag,verified-exists
field,com.corrodinggames.rts.game,g,l,canTargetGround,Can target ground units flag,verified-exists
field,com.corrodinggames.rts.game,g,m,canTargetSubmerged,Can target submerged/underwater units flag,verified-exists
field,com.corrodinggames.rts.game,g,n,canTargetHover,Can target hover units flag,verified-exists
field,com.corrodinggames.rts.game,g,o,speedMultiplier,Speed multiplier (default 1.0),verified-exists
field,com.corrodinggames.rts.game,g,p,isLaser,Laser/beam visual type flag,verified-exists
field,com.corrodinggames.rts.game,g,q,isMissile,Missile visual type flag,verified-exists
field,com.corrodinggames.rts.game,g,r,isArtillery,Artillery arc visual type flag,verified-exists
field,com.corrodinggames.rts.game,g,s,isBomb,Bomb/dropped visual type flag,verified-exists
field,com.corrodinggames.rts.game,g,t,isMelee,Melee/instant hit flag,verified-exists
field,com.corrodinggames.rts.game,g,u,worldX,Current world X position,verified-exists
field,com.corrodinggames.rts.game,g,v,worldY,Current world Y position,verified-exists
field,com.corrodinggames.rts.game,g,w,baseSpeed,Base movement speed (default 5.0),verified-exists
field,com.corrodinggames.rts.game,g,x,remainingTicks,Remaining lifetime in ticks (short),verified-exists
field,com.corrodinggames.rts.game,g,y,chargeTicks,Charge-up ticks elapsed (short),verified-exists
field,com.corrodinggames.rts.game,g,z,maxTicks,Maximum lifetime ticks (short),verified-exists
method,com.corrodinggames.rts.game,s,a,getp,real-class-inferred: com.corrodinggames.rts.game.s,real-class-v1200
method,com.corrodinggames.rts.game,s,a(com.corrodinggames.rts.game.units.am),incrementUnitCount,s.java:37 ++d; cm<1 also ++f,body-verified-v1007
method,com.corrodinggames.rts.game,s,b,reset,real-class-inferred: com.corrodinggames.rts.game.s,real-class-v1200
method,com.corrodinggames.rts.game,s,b(com.corrodinggames.rts.game.units.am),decrementUnitCount,s.java:90 --d,body-verified-v1007
field,com.corrodinggames.rts.game,s,c,completedCount,Completed building count,verified-exists
method,com.corrodinggames.rts.game,s,c(com.corrodinggames.rts.game.units.am),incrementTypeCount,s.java:140 ++p2.c/b per factory type,body-verified-v1007
field,com.corrodinggames.rts.game,s,d,totalBuilt,Total units built,verified-exists
method,com.corrodinggames.rts.game,s,d(com.corrodinggames.rts.game.units.am),decrementTypeCount,s.java:154 --p2.c/b,body-verified-v1007
field,com.corrodinggames.rts.game,s,e,queuedCount,Queued unit count,verified-exists
field,com.corrodinggames.rts.game,s,f,buildingCount,Incomplete building count,verified-exists
field,com.corrodinggames.rts.game,s,g,incomeRate,Credit income rate,verified-exists
field,com.corrodinggames.rts.game,s,h,resourceType1,Resource type 1 flow,verified-exists
field,com.corrodinggames.rts.game,s,i,resourceType2,Resource type 2 flow,verified-exists
field,com.corrodinggames.rts.game,s,j,resourceType3,Resource type 3 flow,verified-exists
field,com.corrodinggames.rts.game,s,k,positiveResourceFlow,Positive resource flow,verified-exists
field,com.corrodinggames.rts.game,s,l,negativeResourceFlow,Negative resource flow,verified-exists
field,com.corrodinggames.rts.game,s,m,hasMobileUnits,Has mobile units,verified-exists
field,com.corrodinggames.rts.game,s,n,buildingCapacityUsed,Building capacity used,verified-exists
field,com.corrodinggames.rts.game,s,o,unitCapacityUsed,Unit capacity used,verified-exists
field,com.corrodinggames.rts.game,s,p,buildQueue1,Build queue 1,verified-exists
field,com.corrodinggames.rts.game,s,q,buildQueue2,Build queue 2,verified-exists
method,com.corrodinggames.rts.game,t,a,isEnabled,real-class-inferred: com.corrodinggames.rts.game.t,real-class-v1200
field,com.corrodinggames.rts.game.a,b,C,assignedZoneId,Assigned zone ID (-9999=unset, int)
field,com.corrodinggames.rts.game.a,b,D,defendTarget,Defense/priority target UnitInstance (public am),suspicious-bc-missing
field,com.corrodinggames.rts.game.a,b,E,combatState,Combat behavior state enum (ao.a=default),suspicious-bc-missing
field,com.corrodinggames.rts.game.a,b,a,damageMultiplier,Damage multiplier,verified-exists
field,com.corrodinggames.rts.game.a,b,b,armorPiercing,Armor piercing value,verified-exists
field,com.corrodinggames.rts.game.a,b,c,splashRadius,Splash damage radius,verified-exists
field,com.corrodinggames.rts.game.a,b,d,splashDamage,Splash damage multiplier,suspicious-bc-missing
field,com.corrodinggames.rts.game.a,b,e,rangeAttack,Attack range,suspicious-bc-missing
field,com.corrodinggames.rts.game.a,b,f,minimumRange,Minimum attack range,suspicious-bc-missing
field,com.corrodinggames.rts.game.a,b,g,reloadTime,Weapon reload time,suspicious-bc-missing
field,com.corrodinggames.rts.game.a,b,h,projectileSpeed,Projectile speed,suspicious-bc-missing
field,com.corrodinggames.rts.game.a,b,i,targetCount,Target/objective count (int),suspicious-bc-missing
field,com.corrodinggames.rts.game.a,b,j,maxTargetCount,Maximum target count (int),suspicious-bc-missing
field,com.corrodinggames.rts.game.a,b,s,awaitingReinforcements,Awaiting reinforcements before attacking flag,suspicious-bc-missing
field,com.corrodinggames.rts.game.a,b,u,stagingProgress,Staging/gathering progress timer (float),suspicious-bc-missing
field,com.corrodinggames.rts.game.a,b,x,engageDistance,Distance to engage target (float),suspicious-bc-missing
method,com.corrodinggames.rts.game.a,c,a(boolean,com.corrodinggames.rts.game.units.as,"""boolean)""",getCount
method,com.corrodinggames.rts.game.a,c,a,reset,real-class-inferred: com.corrodinggames.rts.game.a.c,real-class-v1200
method,com.corrodinggames.rts.game.a,c,a(),clearAllCounts,[V] 清空 a/b 缓存 (不清 c),verified-exists
field,com.corrodinggames.rts.game.a,c,b,cachedCountsNoTransport,[V] HashMap; 不含运输的单位计数缓存,verified-exists
method,com.corrodinggames.rts.game.a,c,b(),clearCombatCounts,[V] 清空 c 缓存,verified-exists
field,com.corrodinggames.rts.game.a,c,c,cachedUnitTypeCounts,[V] HashMap; 单位类型计数缓存 (bI 单位),verified-exists
method,com.corrodinggames.rts.game.a,e,e(com.corrodinggames.rts.game.a.d,com.corrodinggames.rts.game.units.as,"""float)""",CombatActionConstructor
field,com.corrodinggames.rts.game.a,e,a,unitType,[V] public as; 单位类型 (UnitTypeHandle),verified-exists
field,com.corrodinggames.rts.game.a,e,b,weight,[V] public float; 建造权重,verified-exists
field,com.corrodinggames.rts.game.a,e,c,ownerStrategy,[V] final synthetic d; 所属建造策略,verified-exists
method,com.corrodinggames.rts.game.a,g,a(com.corrodinggames.rts.game.a.a,com.corrodinggames.rts.game.units.y),createGroupForUnit,verified-exists
method,com.corrodinggames.rts.game.a,g,b(float,float),canGroupReach | [I] 检查组内所有单位可到达点,verified-exists
field,com.corrodinggames.rts.game.a,g,A,field_A,"P3.1-inferred: type=boolean, was=flag0",p3-auto-inferred
field,com.corrodinggames.rts.game.a,g,B,field_B,"P3.1-inferred: type=com.corrodinggames.rts.gameFramework.m.e, was=e1",p3-auto-inferred
field,com.corrodinggames.rts.game.a,g,C,field_C,"P3.1-inferred: type=com.corrodinggames.rts.gameFramework.m.e, was=e2",p3-auto-inferred
field,com.corrodinggames.rts.game.a,g,D,field_D,"P3.1-inferred: type=float, was=value3",p3-auto-inferred
field,com.corrodinggames.rts.game.a,g,E,field_E,"P3.1-inferred: type=float, was=value4",p3-auto-inferred
field,com.corrodinggames.rts.game.a,g,F,field_F,"P3.1-inferred: type=float, was=value5",p3-auto-inferred
field,com.corrodinggames.rts.game.a,g,G,field_G,"P3.1-inferred: type=float, was=value6",p3-auto-inferred
field,com.corrodinggames.rts.game.a,g,H,field_H,"P3.1-inferred: type=float, was=value7",p3-auto-inferred
field,com.corrodinggames.rts.game.a,g,I,field_I,"P3.1-inferred: type=boolean, was=flag8",p3-auto-inferred
field,com.corrodinggames.rts.game.a,g,J,field_J,"P3.1-inferred: type=boolean, was=flag9",p3-auto-inferred
field,com.corrodinggames.rts.game.a,g,K,field_K,"P3.1-inferred: type=float, was=value10",p3-auto-inferred
field,com.corrodinggames.rts.game.a,g,L,field_L,"P3.1-inferred: type=boolean, was=flag11",p3-auto-inferred
field,com.corrodinggames.rts.game.a,g,M,field_M,"P3.1-inferred: type=boolean, was=flag12",p3-auto-inferred
field,com.corrodinggames.rts.game.a,g,N,field_N,"P3.1-inferred: type=boolean, was=flag13",p3-auto-inferred
field,com.corrodinggames.rts.game.a,g,O,field_O,"P3.1-inferred: type=float, was=value14",p3-auto-inferred
field,com.corrodinggames.rts.game.a,g,P,field_P,"P3.1-inferred: type=float, was=value15",p3-auto-inferred
field,com.corrodinggames.rts.game.a,g,Q,field_Q,"P3.1-inferred: type=float, was=value16",p3-auto-inferred
field,com.corrodinggames.rts.game.a,g,R,field_R,"P3.1-inferred: type=float, was=value17",p3-auto-inferred
field,com.corrodinggames.rts.game.a,g,S,field_S,"P3.1-inferred: type=float, was=value18",p3-auto-inferred
field,com.corrodinggames.rts.game.a,g,T,field_T,"P3.1-inferred: type=boolean, was=flag19",p3-auto-inferred
method,com.corrodinggames.rts.game.a,g,a,hasam,real-class-inferred: com.corrodinggames.rts.game.a.g,real-class-v1200
method,com.corrodinggames.rts.game.a,g,a(),isPersistentGroup,[V] 返回 isPersistent (覆盖 h.a()),verified-exists
field,com.corrodinggames.rts.game.a,g,b,lastActionName,"""[V] String; 最近动作描述 (调试 ""last action"")""",verified-exists
method,com.corrodinggames.rts.game.a,g,b(),isDefensiveType,"""[V] 返回 !isAttacker (防御组判定""",verified-exists
field,com.corrodinggames.rts.game.a,g,c,recruitingEnabled,[V] boolean; 是否持续招募 (调试 VIP Mode 相关),verified-exists
method,com.corrodinggames.rts.game.a,g,c(),collectUnits,[V] 目标获取: 遍历同队空闲单位按组类型 (空中/地面) 招募入组,verified-exists
field,com.corrodinggames.rts.game.a,g,d,attackMoveEnabled,[V] boolean; 移动攻击模式,verified-exists
method,com.corrodinggames.rts.game.a,g,d(),isGroupFull,[V] 返回 groupSizeLimit<=units.size(),verified-exists
field,com.corrodinggames.rts.game.a,g,e,isVipGroup,"""[I] boolean; VIP 组标志 (static 创建时置 true""",verified-exists
method,com.corrodinggames.rts.game.a,g,e(),getPrimaryAttacker,[I] 通过 getRecentAttacker(6.0f) 获取当前主要攻击者,verified-exists
field,com.corrodinggames.rts.game.a,g,f,isFleeing,[V] boolean; 逃跑模式,verified-exists
method,com.corrodinggames.rts.game.a,g,f(),findFirstTarget,[I] 组内单位首个攻击目标,verified-exists
field,com.corrodinggames.rts.game.a,g,g,recruitFromUnit,[V] units.y; 招募来源单位 (护盾血量 cu/cv 判定),verified-exists
method,com.corrodinggames.rts.game.a,g,g(),findLinkedZone,[I] 找离路径点最近且可达的基地区域,verified-exists
field,com.corrodinggames.rts.game.a,g,h,isAttacker,"""[V] boolean; 攻击组标志 (=true 默认""",verified-exists
method,com.corrodinggames.rts.game.a,g,h(),planAttackMove,[I] 规划攻击移动路径点 (随机偏移 80% + 地形检查),verified-exists
field,com.corrodinggames.rts.game.a,g,i,minGroupUnits,[I] int; 组最小单位数,verified-exists
method,com.corrodinggames.rts.game.a,g,i(),getMovementType,[V] 返回当前移动类型 (调试 commonMovement),verified-exists
field,com.corrodinggames.rts.game.a,g,j,maxGroupUnits,[I] int; 组最大单位数,verified-exists
method,com.corrodinggames.rts.game.a,g,j(),computeMovementType,[I] 按组内单位计算最优移动类型,verified-exists
field,com.corrodinggames.rts.game.a,g,k,baseZone,[V] i; 关联基地区域,verified-exists
method,com.corrodinggames.rts.game.a,g,k(),assignBaseZone,[I] 分配基地: 招募单位位置或前置区域 (j.c) 或地图中心,verified-exists
field,com.corrodinggames.rts.game.a,g,l,idleTimer,[V] float=1000; 闲置保持计时器 (调试 AttackDelay),verified-exists
field,com.corrodinggames.rts.game.a,g,m,reEvaluateTimer,[V] float=100; 重评估计时器,verified-exists
field,com.corrodinggames.rts.game.a,g,n,randomMoveTimer,[V] float=4000; 随机移动计时器 (调试 next move),verified-exists
field,com.corrodinggames.rts.game.a,g,o,missionTimer,[V] float; 任务计时器 (调试 attackingFor),verified-exists
field,com.corrodinggames.rts.game.a,g,p,defenseTimer,[V] float=1000; 防御计时器,verified-exists
field,com.corrodinggames.rts.game.a,g,q,isStaging,[V] boolean; 集结中标志,verified-exists
field,com.corrodinggames.rts.game.a,g,r,hasAttackTarget,[V] boolean; 有攻击目标 (调试 StagingTargetFound),verified-exists
field,com.corrodinggames.rts.game.a,g,s,stagingComplete,[I] boolean; 集结完成标志,verified-exists
field,com.corrodinggames.rts.game.a,g,t,stagingTimer,[V] float; 集结阶段计时器,verified-exists
field,com.corrodinggames.rts.game.a,g,u,stagingWaitTimer,"""[V] float; 集结等待累计 (调试 StagingTimer""",verified-exists
field,com.corrodinggames.rts.game.a,g,v,isRetreating,[V] boolean; 撤退中,verified-exists
field,com.corrodinggames.rts.game.a,g,w,currentTarget,[V] am; 当前攻击目标单位,verified-exists
field,com.corrodinggames.rts.game.a,g,x,elapsedTimer,[I] float; 累计运行时间,verified-exists
field,com.corrodinggames.rts.game.a,g,y,recruitTimer,[V] float; 招募扫描计时器,verified-exists
field,com.corrodinggames.rts.game.a,g,z,engagementCooldown,[V] float; 交战指令冷却,verified-exists
method,com.corrodinggames.rts.game.a,i,a(com.corrodinggames.rts.game.units.am,boolean),isUnitAssignedToZone,verified-exists
field,com.corrodinggames.rts.game.a,i,A,lastCantAffordBuilding,[V] custom.d.b; 买不起的建筑 (调试 cannotAffordPrice),verified-exists
method,com.corrodinggames.rts.game.a,i,A(),findDamagedUnit,[I] private; 找受损单位 (血条不满),verified-exists
field,com.corrodinggames.rts.game.a,i,B,lastFailedBuilding,[V] custom.d.b; 建造失败的建筑 (调试 cannotAffordBy),verified-exists
field,com.corrodinggames.rts.game.a,i,C,lastAttemptedBuildingCount,[V] int; 上次尝试建造次数 (调试 lastAttemptedBuildingCount),verified-exists
field,com.corrodinggames.rts.game.a,i,D,lastAttemptedBuildingFailed,[V] int; 上次建造失败标志 (调试 lastAttemptedBuildingFailed),verified-exists
field,com.corrodinggames.rts.game.a,i,E,lastUnitAttemptName,[V] String; 上次单位尝试名称 (调试 lastUnitAttempt),verified-exists
field,com.corrodinggames.rts.game.a,i,F,lastUnitAttemptCost,[I] int; 上次单位尝试消耗,verified-exists
field,com.corrodinggames.rts.game.a,i,G,lastUnitAttemptBuildTime,[I] int; 上次单位尝试耗时,verified-exists
field,com.corrodinggames.rts.game.a,i,H,retryBuildRequested,[I] boolean=false; 建造重试请求标志,verified-exists
field,com.corrodinggames.rts.game.a,i,I,numberOfFactories,[I] int; 区域工厂数,verified-exists
field,com.corrodinggames.rts.game.a,i,J,numberOfCombatUnits,[I] int; 区域战斗单位数 (updateResource 统计),verified-exists
field,com.corrodinggames.rts.game.a,i,K,numberOfIdleBuilders,[V] int; 空闲建造者数 (调试 Idle Builders),verified-exists
field,com.corrodinggames.rts.game.a,i,L,numberOfExtractors,[I] int; 区域提取器数,verified-exists
field,com.corrodinggames.rts.game.a,i,M,hasFactories,[V] boolean; 有工厂标志 (触发 n()/q()/o() 调度),verified-exists
field,com.corrodinggames.rts.game.a,i,N,buildOrderList,[I] ArrayList; 建造指令列表,verified-exists
field,com.corrodinggames.rts.game.a,i,O,lastRequestedUnitType,[I] as; 最近请求的单位类型,verified-exists
field,com.corrodinggames.rts.game.a,i,P,lastBuildOrderResource,[I] custom.d.b; 最近建造指令资源组件,verified-exists
method,com.corrodinggames.rts.game.a,i,a,updateCombat,CombatManager: main combat update loop,body-verified-v1200
method,com.corrodinggames.rts.game.a,i,a(com.corrodinggames.rts.gameFramework.j.as),writeToStream,[V] 网络序列化输出,verified-exists
method,com.corrodinggames.rts.game.a,i,b,findTarget,CombatManager: find best target for unit,body-verified-v1200
method,com.corrodinggames.rts.game.a,i,b(),updateZoneUnits,[V] 重建区域单位列表 (p 类型列表 + q 单位注册表),verified-exists
method,com.corrodinggames.rts.game.a,i,c,evaluateThreat,CombatManager: evaluate threat level,body-verified-v1200
method,com.corrodinggames.rts.game.a,i,c(),chooseUnitTypeToBuild,[V] 目标选择: 遍历所有单位类型计算适配度权重 (调试 lastFoundBuildingPriority),verified-exists
method,com.corrodinggames.rts.game.a,i,d,getNearbyEnemies,CombatManager: get enemies in range,body-verified-v1200
method,com.corrodinggames.rts.game.a,i,d(),countDefenders,[V] 统计区域防御单位数 (空闲战斗单位),verified-exists
method,com.corrodinggames.rts.game.a,i,e,getNearbyAllies,CombatManager: get allies in range,body-verified-v1200
method,com.corrodinggames.rts.game.a,i,e(),getNumberOfIdleBuilders,[V] 返回空闲建造者数,verified-exists
method,com.corrodinggames.rts.game.a,i,f,requestAttack,CombatManager: request attack on target,body-verified-v1200
method,com.corrodinggames.rts.game.a,i,f(),isUnsafe,[V] 区域是否不安全 (近处敌人数 != 0),verified-exists
method,com.corrodinggames.rts.game.a,i,g,cancelAttack,CombatManager: cancel pending attack,body-verified-v1200
method,com.corrodinggames.rts.game.a,i,g(),findNearbyEnemy,[V] 找区域内最近敌方单位 (120 偏移),verified-exists
method,com.corrodinggames.rts.game.a,i,h,getDamageDealt,CombatManager: get damage statistics,body-verified-v1200
method,com.corrodinggames.rts.game.a,i,h(),countNearbyEnemies,[V] 统计 60 距离内敌方单位数,verified-exists
method,com.corrodinggames.rts.game.a,i,i,getDamageReceived,CombatManager: get damage received stats,body-verified-v1200
method,com.corrodinggames.rts.game.a,i,i(),attackNearbyEnemies,[I] 攻击附近敌人 (距离 800/540 过滤),verified-exists
method,com.corrodinggames.rts.game.a,i,j,isInCombat,CombatManager: check if unit is in combat,body-verified-v1200
method,com.corrodinggames.rts.game.a,i,j(),countEnemiesInZone,[I] 统计区域视野内敌方单位数,verified-exists
method,com.corrodinggames.rts.game.a,i,k,getCombatRange,CombatManager: get effective combat range,body-verified-v1200
method,com.corrodinggames.rts.game.a,i,k(),getNearbyUnits,[I] 碰撞查询区域内单位 (units.f.f),verified-exists
method,com.corrodinggames.rts.game.a,i,l,setAggressiveMode,CombatManager: toggle aggressive stance,body-verified-v1200
method,com.corrodinggames.rts.game.a,i,l(),findNearestZoneWithBuilders,[I] 找有建造者的最近基地区域,verified-exists
method,com.corrodinggames.rts.game.a,i,m,isAggressiveMode,CombatManager: check aggressive stance,body-verified-v1200
method,com.corrodinggames.rts.game.a,i,m(),createAttackGroup,[V] 生成攻击组: 找有足够单位的基地创建 RallyGroup 并分配路径点,verified-exists
method,com.corrodinggames.rts.game.a,i,n,getLastAttackTime,CombatManager: get timestamp of last attack,body-verified-v1200
method,com.corrodinggames.rts.game.a,i,n(),orderHarvesters,[I] 调度采集者回收资源,verified-exists
method,com.corrodinggames.rts.game.a,i,o,getReloadProgress,CombatManager: get weapon reload progress,body-verified-v1200
method,com.corrodinggames.rts.game.a,i,o(),orderReclaim,[I] 让区域内单位执行回收,verified-exists
method,com.corrodinggames.rts.game.a,i,p,canAttackTarget,CombatManager: check if target is attackable,body-verified-v1200
method,com.corrodinggames.rts.game.a,i,q,getPreferredTarget,CombatManager: get AI-preferred target,body-verified-v1200
method,com.corrodinggames.rts.game.a,i,q(),orderFailedBuild,[I] 处理建造失败: 找可执行单位重试,verified-exists
